plot_type,city,price,Unit,Rupee_per_area,Area,state
Residential Plot,Vizianagaram, 22 L, L,"1,222 / sq ft",1800,andhra pradesh
Residential Plot,Guntur, 22 L, L,"1,222 / sq ft",1800,andhra pradesh
Residential Plot,Tirupati, 22 L, L,"1,222 / sq ft",1800,andhra pradesh
Residential Plot,Guntur, 21.34 L, L,"1,222 / sq ft",1746,andhra pradesh
Residential Plot,Guntur, 20.57 L, L,"1,222 / sq ft",1683,andhra pradesh
Residential Plot,Vizianagaram, 18.7 L, L,"1,222 / sq ft",1530,andhra pradesh
Residential Plot,Visakhapatnam, 18.37 L, L,"1,222 / sq ft",1503,andhra pradesh
Residential Plot,Vizianagaram, 18.37 L, L,"1,222 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 16.5 L, L,"1,222 / sq ft",1350,andhra pradesh
Residential Plot,Vijayawada, 16.5 L, L,"1,222 / sq ft",1350,andhra pradesh
Residential Plot,Visakhapatnam, 9.9 L, L,"1,222 / sq ft",810,andhra pradesh
Residential Plot,Vizianagaram, 39.76 L, L,"1,223 / sq ft",3250,andhra pradesh
Residential Plot,Visakhapatnam, 27 L, L,"1,229 / sq ft",2196,andhra pradesh
Residential Plot,Visakhapatnam, 32 L, L,"1,230 / sq ft",2600,andhra pradesh
Residential Plot,Tirupati, 65 L, L,"1,231 / sq ft",5280,andhra pradesh
Residential Plot,Visakhapatnam, 18.6 L, L,"1,231 / sq ft",1510,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,235 / sq ft",1862,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,236 / sq ft",1860,andhra pradesh
Residential Plot,Visakhapatnam, 44 L, L,"1,239 / sq ft",3550,andhra pradesh
Residential Plot,Visakhapatnam, 31.73 L, L,"1,239 / sq ft",2560,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,243 / sq ft",1850,andhra pradesh
Residential Plot,Visakhapatnam, 14.75 L, L,"1,244 / sq ft",1185,andhra pradesh
Residential Plot,Visakhapatnam, 36 L, L,"1,245 / sq ft",2890,andhra pradesh
Residential Plot,Visakhapatnam, 22 L, L,"1,246 / sq ft",1765,andhra pradesh
Residential Plot,Visakhapatnam, 17.6 L, L,"1,248 / sq ft",1410,andhra pradesh
Residential Plot,Visakhapatnam, 13.56 L, L,"1,248 / sq ft",1086,andhra pradesh
Residential Plot,Visakhapatnam, 50 L, L,"1,249 / sq ft",4002,andhra pradesh
Residential Plot,Vizianagaram, 18.99 L, L,"1,249 / sq ft",1521,andhra pradesh
Residential Plot,Visakhapatnam, 35 L, L,"1,250 / sq ft",2800,andhra pradesh
Residential Plot,Visakhapatnam, 30 L, L,"1,250 / sq ft",2400,andhra pradesh
Residential Plot,Vijayawada, 26.22 L, L,"1,250 / sq ft",2097,andhra pradesh
Residential Plot,Visakhapatnam, 22.5 L, L,"1,250 / sq ft",1800,andhra pradesh
Residential Plot,Tirupati, 15 L, L,"1,250 / sq ft",1200,andhra pradesh
Residential Plot,Vijayawada, 13.5 L, L,"1,250 / sq ft",1080,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,251 / sq ft",1998,andhra pradesh
Residential Plot,Tirupati, 62 L, L,"1,252 / sq ft",4950,andhra pradesh
Residential Plot,Visakhapatnam, 14.65 L, L,"1,252 / sq ft",1170,andhra pradesh
Residential Plot,Visakhapatnam, 27 L, L,"1,254 / sq ft",2153,andhra pradesh
Residential Plot,Visakhapatnam, 17 L, L,"1,259 / sq ft",1350,andhra pradesh
Residential Plot,Visakhapatnam, 22 L, L,"1,260 / sq ft",1746,andhra pradesh
Residential Plot,Visakhapatnam, 19 L, L,"1,261 / sq ft",1506,andhra pradesh
Residential Plot,Kakinada, 25 L, L,"1,262 / sq ft",1980,andhra pradesh
Residential Plot,Visakhapatnam, 13.48 L, L,"1,265 / sq ft",1065,andhra pradesh
Residential Plot,Visakhapatnam, 14.75 L, L,"1,266 / sq ft",1165,andhra pradesh
Residential Plot,Visakhapatnam, 14.63 L, L,"1,268 / sq ft",1153,andhra pradesh
Residential Plot,Visakhapatnam, 18.42 L, L,"1,270 / sq ft",1450,andhra pradesh
Residential Plot,Visakhapatnam, 28 L, L,"1,272 / sq ft",2200,andhra pradesh
Residential Plot,Visakhapatnam, 14.68 L, L,"1,273 / sq ft",1153,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,275 / sq ft",1803,andhra pradesh
Residential Plot,Visakhapatnam, 22.95 L, L,"1,275 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 21 L, L,"1,275 / sq ft",1647,andhra pradesh
Residential Plot,Vijayawada, 50.37 L, L,"1,277 / sq ft",3942,andhra pradesh
Residential Plot,Visakhapatnam, 46 L, L,"1,277 / sq ft",3600,andhra pradesh
Residential Plot,Vijayawada, 40.25 L, L,"1,277 / sq ft",3150,andhra pradesh
Residential Plot,Vijayawada, 34.5 L, L,"1,277 / sq ft",2700,andhra pradesh
Residential Plot,Vijayawada, 30.59 L, L,"1,277 / sq ft",2394,andhra pradesh
Residential Plot,Vijayawada, 28.75 L, L,"1,277 / sq ft",2250,andhra pradesh
Residential Plot,Vijayawada, 26.22 L, L,"1,277 / sq ft",2052,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,277 / sq ft",1800,andhra pradesh
Residential Plot,Vizianagaram, 23 L, L,"1,277 / sq ft",1800,andhra pradesh
Residential Plot,Vijayawada, 23 L, L,"1,277 / sq ft",1800,andhra pradesh
Residential Plot,Vijayawada, 21.04 L, L,"1,277 / sq ft",1647,andhra pradesh
Residential Plot,Vijayawada, 19.2 L, L,"1,277 / sq ft",1503,andhra pradesh
Residential Plot,Vijayawada, 18.97 L, L,"1,277 / sq ft",1485,andhra pradesh
Residential Plot,Vijayawada, 18.05 L, L,"1,277 / sq ft",1413,andhra pradesh
Residential Plot,Vijayawada, 17.25 L, L,"1,277 / sq ft",1350,andhra pradesh
Residential Plot,Vijayawada, 16.33 L, L,"1,277 / sq ft",1278,andhra pradesh
Residential Plot,Vijayawada, 16.21 L, L,"1,277 / sq ft",1269,andhra pradesh
Residential Plot,Vijayawada, 16.1 L, L,"1,277 / sq ft",1260,andhra pradesh
Residential Plot,Vijayawada, 15.98 L, L,"1,277 / sq ft",1251,andhra pradesh
Residential Plot,Vijayawada, 15.52 L, L,"1,277 / sq ft",1215,andhra pradesh
Residential Plot,Vijayawada, 11.5 L, L,"1,277 / sq ft",900,andhra pradesh
Residential Plot,Visakhapatnam, 11.5 L, L,"1,277 / sq ft",900,andhra pradesh
Residential Plot,Visakhapatnam, 40 L, L,"1,282 / sq ft",3120,andhra pradesh
Residential Plot,Visakhapatnam, 18.6 L, L,"1,282 / sq ft",1450,andhra pradesh
Residential Plot,Visakhapatnam, 24 L, L,"1,286 / sq ft",1865,andhra pradesh
Residential Plot,Visakhapatnam, 35 L, L,"1,293 / sq ft",2706,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,293 / sq ft",2010,andhra pradesh
Residential Plot,Visakhapatnam, 14.95 L, L,"1,297 / sq ft",1152,andhra pradesh
Residential Plot,Guntur, 25.15 L, L,"1,300 / sq ft",1935,andhra pradesh
Residential Plot,Guntur, 23.4 L, L,"1,300 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 17.56 L, L,"1,300 / sq ft",1350,andhra pradesh
Residential Plot,Visakhapatnam, 17.64 L, L,"1,302 / sq ft",1354,andhra pradesh
Residential Plot,Visakhapatnam, 17.65 L, L,"1,303 / sq ft",1354,andhra pradesh
Residential Plot,Visakhapatnam, 11.63 L, L,"1,306 / sq ft",890,andhra pradesh
Residential Plot,Visakhapatnam, 21.68 L, L,"1,307 / sq ft",1658,andhra pradesh
Residential Plot,Visakhapatnam, 24 L, L,"1,310 / sq ft",1832,andhra pradesh
Residential Plot,Vijayawada, 20.38 L, L,"1,316 / sq ft",1548,andhra pradesh
Residential Plot,Vijayawada, 20.54 L, L,"1,319 / sq ft",1557,andhra pradesh
Residential Plot,Visakhapatnam, 16 L, L,"1,326 / sq ft",1206,andhra pradesh
Residential Plot,Visakhapatnam, 24 L, L,"1,329 / sq ft",1805,andhra pradesh
Residential Plot,Visakhapatnam, 20 L, L,"1,330 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 24 L, L,"1,331 / sq ft",1802,andhra pradesh
Residential Plot,Visakhapatnam, 20 L, L,"1,331 / sq ft",1502,andhra pradesh
Residential Plot,Vijayawada, 46.4 L, L,"1,332 / sq ft",3483,andhra pradesh
Residential Plot,Visakhapatnam, 37.3 L, L,"1,332 / sq ft",2799,andhra pradesh
Residential Plot,Vijayawada, 26.51 L, L,"1,332 / sq ft",1989,andhra pradesh
Residential Plot,Visakhapatnam, 24.85 L, L,"1,332 / sq ft",1865,andhra pradesh
Residential Plot,Vijayawada, 1.63 Cr, Cr,"1,333 / sq ft",12240,andhra pradesh
Residential Plot,Vijayawada, 1.08 Cr, Cr,"1,333 / sq ft",8172,andhra pradesh
Residential Plot,Vijayawada, 59.4 L, L,"1,333 / sq ft",4455,andhra pradesh
Residential Plot,Vijayawada, 54.36 L, L,"1,333 / sq ft",4077,andhra pradesh
Residential Plot,Vijayawada, 53.28 L, L,"1,333 / sq ft",3996,andhra pradesh
Residential Plot,Guntur, 48 L, L,"1,333 / sq ft",3600,andhra pradesh
Residential Plot,Vijayawada, 44.88 L, L,"1,333 / sq ft",3366,andhra pradesh
Residential Plot,Vijayawada, 44.52 L, L,"1,333 / sq ft",3339,andhra pradesh
Residential Plot,Vijayawada, 42.84 L, L,"1,333 / sq ft",3213,andhra pradesh
Residential Plot,Vijayawada, 42.24 L, L,"1,333 / sq ft",3168,andhra pradesh
Residential Plot,Vijayawada, 42 L, L,"1,333 / sq ft",3150,andhra pradesh
Residential Plot,Vijayawada, 40.32 L, L,"1,333 / sq ft",3024,andhra pradesh
Residential Plot,Vijayawada, 39.24 L, L,"1,333 / sq ft",2943,andhra pradesh
Residential Plot,Vijayawada, 36.84 L, L,"1,333 / sq ft",2763,andhra pradesh
Residential Plot,Vijayawada, 36.6 L, L,"1,333 / sq ft",2745,andhra pradesh
Residential Plot,Srikakulam, 36 L, L,"1,333 / sq ft",2700,andhra pradesh
Residential Plot,Vijayawada, 35.4 L, L,"1,333 / sq ft",2655,andhra pradesh
Residential Plot,Vijayawada, 35.16 L, L,"1,333 / sq ft",2637,andhra pradesh
Residential Plot,Vijayawada, 33.36 L, L,"1,333 / sq ft",2502,andhra pradesh
Residential Plot,Vijayawada, 33 L, L,"1,333 / sq ft",2475,andhra pradesh
Residential Plot,Vijayawada, 32.52 L, L,"1,333 / sq ft",2439,andhra pradesh
Residential Plot,Vijayawada, 32.4 L, L,"1,333 / sq ft",2430,andhra pradesh
Residential Plot,Vijayawada, 32.04 L, L,"1,333 / sq ft",2403,andhra pradesh
Residential Plot,Vijayawada, 31.8 L, L,"1,333 / sq ft",2385,andhra pradesh
Residential Plot,Vijayawada, 31.2 L, L,"1,333 / sq ft",2340,andhra pradesh
Residential Plot,Vijayawada, 30.72 L, L,"1,333 / sq ft",2304,andhra pradesh
Residential Plot,Vijayawada, 29.76 L, L,"1,333 / sq ft",2232,andhra pradesh
Residential Plot,Vijayawada, 29.16 L, L,"1,333 / sq ft",2187,andhra pradesh
Residential Plot,Vijayawada, 28.92 L, L,"1,333 / sq ft",2169,andhra pradesh
Residential Plot,Guntur, 28.8 L, L,"1,333 / sq ft",2160,andhra pradesh
Residential Plot,Visakhapatnam, 28.8 L, L,"1,333 / sq ft",2160,andhra pradesh
Residential Plot,Vijayawada, 28.56 L, L,"1,333 / sq ft",2142,andhra pradesh
Residential Plot,Visakhapatnam, 28.32 L, L,"1,333 / sq ft",2124,andhra pradesh
Residential Plot,Vijayawada, 27.96 L, L,"1,333 / sq ft",2097,andhra pradesh
Residential Plot,Vijayawada, 27.84 L, L,"1,333 / sq ft",2088,andhra pradesh
Residential Plot,Vijayawada, 27.12 L, L,"1,333 / sq ft",2034,andhra pradesh
Residential Plot,Vijayawada, 26.88 L, L,"1,333 / sq ft",2016,andhra pradesh
Residential Plot,Vijayawada, 26.52 L, L,"1,333 / sq ft",1989,andhra pradesh
Residential Plot,Visakhapatnam, 26.4 L, L,"1,333 / sq ft",1980,andhra pradesh
Residential Plot,Vijayawada, 26.28 L, L,"1,333 / sq ft",1971,andhra pradesh
Residential Plot,Vijayawada, 26.04 L, L,"1,333 / sq ft",1953,andhra pradesh
Residential Plot,Vijayawada, 25.92 L, L,"1,333 / sq ft",1944,andhra pradesh
Residential Plot,Vijayawada, 25.8 L, L,"1,333 / sq ft",1935,andhra pradesh
Residential Plot,Vijayawada, 25.32 L, L,"1,333 / sq ft",1899,andhra pradesh
Residential Plot,Vijayawada, 25.2 L, L,"1,333 / sq ft",1890,andhra pradesh
Residential Plot,Guntur, 25.08 L, L,"1,333 / sq ft",1881,andhra pradesh
Residential Plot,Vijayawada, 25.08 L, L,"1,333 / sq ft",1881,andhra pradesh
Residential Plot,Vijayawada, 24.96 L, L,"1,333 / sq ft",1872,andhra pradesh
Residential Plot,Vijayawada, 24.84 L, L,"1,333 / sq ft",1863,andhra pradesh
Residential Plot,Vizianagaram, 24.72 L, L,"1,333 / sq ft",1854,andhra pradesh
Residential Plot,Vijayawada, 24.72 L, L,"1,333 / sq ft",1854,andhra pradesh
Residential Plot,Vijayawada, 24.12 L, L,"1,333 / sq ft",1809,andhra pradesh
Residential Plot,Vijayawada, 23.99 L, L,"1,333 / sq ft",1800,andhra pradesh
Residential Plot,Guntur, 24 L, L,"1,333 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 24 L, L,"1,333 / sq ft",1800,andhra pradesh
Residential Plot,Vijayawada, 24 L, L,"1,333 / sq ft",1800,andhra pradesh
Residential Plot,Vijayawada, 23.64 L, L,"1,333 / sq ft",1773,andhra pradesh
Residential Plot,Vijayawada, 22.68 L, L,"1,333 / sq ft",1701,andhra pradesh
Residential Plot,Vijayawada, 22.44 L, L,"1,333 / sq ft",1683,andhra pradesh
Residential Plot,Vijayawada, 22.32 L, L,"1,333 / sq ft",1674,andhra pradesh
Residential Plot,Vizianagaram, 21.96 L, L,"1,333 / sq ft",1647,andhra pradesh
Residential Plot,Vijayawada, 21.36 L, L,"1,333 / sq ft",1602,andhra pradesh
Residential Plot,Vijayawada, 20.76 L, L,"1,333 / sq ft",1557,andhra pradesh
Residential Plot,Vijayawada, 20.04 L, L,"1,333 / sq ft",1503,andhra pradesh
Residential Plot,Vijayawada, 20 L, L,"1,333 / sq ft",1500,andhra pradesh
Residential Plot,Vijayawada, 19.99 L, L,"1,333 / sq ft",1500,andhra pradesh
Residential Plot,Guntur, 20 L, L,"1,333 / sq ft",1500,andhra pradesh
Residential Plot,Vijayawada, 19.44 L, L,"1,333 / sq ft",1458,andhra pradesh
Residential Plot,Vijayawada, 19.2 L, L,"1,333 / sq ft",1440,andhra pradesh
Residential Plot,Vijayawada, 18.6 L, L,"1,333 / sq ft",1395,andhra pradesh
Residential Plot,Vijayawada, 18 L, L,"1,333 / sq ft",1350,andhra pradesh
Residential Plot,Kakinada, 17.64 L, L,"1,333 / sq ft",1323,andhra pradesh
Residential Plot,Vijayawada, 17.4 L, L,"1,333 / sq ft",1305,andhra pradesh
Residential Plot,Vijayawada, 17.04 L, L,"1,333 / sq ft",1278,andhra pradesh
Residential Plot,Vijayawada, 16.08 L, L,"1,333 / sq ft",1206,andhra pradesh
2 BHK Independent House,Vijayawada, 16 L, L,"1,333 / sq ft",1200,andhra pradesh
Residential Plot,Vijayawada, 15.96 L, L,"1,333 / sq ft",1197,andhra pradesh
Residential Plot,Vijayawada, 15 L, L,"1,333 / sq ft",1125,andhra pradesh
Residential Plot,Vijayawada, 12 L, L,"1,333 / sq ft",900,andhra pradesh
Residential Plot,Visakhapatnam, 40 L, L,"1,334 / sq ft",2997,andhra pradesh
Residential Plot,Kakinada, 22 L, L,"1,335 / sq ft",1647,andhra pradesh
Residential Plot,Visakhapatnam, 15 L, L,"1,335 / sq ft",1123,andhra pradesh
Residential Plot,Visakhapatnam, 16 L, L,"1,336 / sq ft",1197,andhra pradesh
Residential Plot,Vijayawada, 2.5 L, L,"1,336 / sq ft",187,andhra pradesh
Residential Plot,Vijayawada, 27.5 L, L,"1,340 / sq ft",2052,andhra pradesh
Residential Plot,Vijayawada, 19.56 L, L,"1,341 / sq ft",1458,andhra pradesh
Residential Plot,Visakhapatnam, 35 L, L,"1,346 / sq ft",2600,andhra pradesh
Residential Plot,Tirupati, 16.2 L, L,"1,350 / sq ft",1200,andhra pradesh
Residential Plot,Visakhapatnam, 11 L, L,"1,358 / sq ft",810,andhra pradesh
Residential Plot,Tirupati, 24.5 L, L,"1,361 / sq ft",1800,andhra pradesh
Residential Plot,Ongole, 27 L, L,"1,363 / sq ft",1980,andhra pradesh
Residential Plot,Guntur, 50 L, L,"1,365 / sq ft",3663,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,366 / sq ft",1830,andhra pradesh
Residential Plot,Visakhapatnam, 24.6 L, L,"1,366 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 22.14 L, L,"1,366 / sq ft",1620,andhra pradesh
Residential Plot,Visakhapatnam, 16.35 L, L,"1,366 / sq ft",1197,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,368 / sq ft",1900,andhra pradesh
Residential Plot,Visakhapatnam, 35 L, L,"1,369 / sq ft",2556,andhra pradesh
Residential Plot,Visakhapatnam, 33 L, L,"1,375 / sq ft",2400,andhra pradesh
Residential Plot,Nellore, 33 L, L,"1,375 / sq ft",2400,andhra pradesh
Residential Plot,Prakasam, 25 L, L,"1,375 / sq ft",1818,andhra pradesh
Residential Plot,Visakhapatnam, 27.28 L, L,"1,377 / sq ft",1980,andhra pradesh
Residential Plot,Visakhapatnam, 24.8 L, L,"1,377 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 22.32 L, L,"1,377 / sq ft",1620,andhra pradesh
Residential Plot,Visakhapatnam, 20.7 L, L,"1,377 / sq ft",1503,andhra pradesh
Residential Plot,Vijayawada, 19.98 L, L,"1,377 / sq ft",1450,andhra pradesh
Residential Plot,Visakhapatnam, 16.74 L, L,"1,377 / sq ft",1215,andhra pradesh
Residential Plot,Visakhapatnam, 16.49 L, L,"1,377 / sq ft",1197,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,380 / sq ft",1811,andhra pradesh
Residential Plot,Guntur, 22.75 L, L,"1,381 / sq ft",1647,andhra pradesh
Residential Plot,Visakhapatnam, 36 L, L,"1,384 / sq ft",2601,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,385 / sq ft",1805,andhra pradesh
Residential Plot,Visakhapatnam, 20.83 L, L,"1,385 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 38.5 L, L,"1,388 / sq ft",2772,andhra pradesh
Residential Plot,Visakhapatnam, 30 L, L,"1,388 / sq ft",2160,andhra pradesh
Residential Plot,Guntur, 30 L, L,"1,388 / sq ft",2160,andhra pradesh
Residential Plot,Tirupati, 30 L, L,"1,388 / sq ft",2160,andhra pradesh
Residential Plot,Visakhapatnam, 27.5 L, L,"1,388 / sq ft",1980,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,388 / sq ft",1800,andhra pradesh
Residential Plot,Tirupati, 25 L, L,"1,388 / sq ft",1800,andhra pradesh
Residential Plot,Nellore, 25 L, L,"1,388 / sq ft",1800,andhra pradesh
Residential Plot,Guntur, 25 L, L,"1,388 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 22.87 L, L,"1,388 / sq ft",1647,andhra pradesh
Residential Plot,Vijayawada, 22.5 L, L,"1,388 / sq ft",1620,andhra pradesh
Residential Plot,Visakhapatnam, 22.5 L, L,"1,388 / sq ft",1620,andhra pradesh
Residential Plot,Tirupati, 22.5 L, L,"1,388 / sq ft",1620,andhra pradesh
Residential Plot,Visakhapatnam, 21.25 L, L,"1,388 / sq ft",1530,andhra pradesh
Residential Plot,Visakhapatnam, 20.87 L, L,"1,388 / sq ft",1503,andhra pradesh
Residential Plot,Vijayawada, 20.87 L, L,"1,388 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 18.75 L, L,"1,388 / sq ft",1350,andhra pradesh
Residential Plot,Vijayawada, 18.75 L, L,"1,388 / sq ft",1350,andhra pradesh
Residential Plot,Visakhapatnam, 18.37 L, L,"1,388 / sq ft",1323,andhra pradesh
Residential Plot,Visakhapatnam, 16.87 L, L,"1,388 / sq ft",1215,andhra pradesh
Residential Plot,Guntur, 16.75 L, L,"1,388 / sq ft",1206,andhra pradesh
Residential Plot,Visakhapatnam, 16.62 L, L,"1,388 / sq ft",1197,andhra pradesh
Residential Plot,Vijayawada, 46.88 L, L,"1,392 / sq ft",3366,andhra pradesh
Residential Plot,Visakhapatnam, 39 L, L,"1,392 / sq ft",2800,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,394 / sq ft",1649,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,396 / sq ft",1790,andhra pradesh
Residential Plot,Vizianagaram, 23 L, L,"1,396 / sq ft",1647,andhra pradesh
Residential Plot,Visakhapatnam, 23 L, L,"1,396 / sq ft",1647,andhra pradesh
Residential Plot,Vijayawada, 28 L, L,"1,397 / sq ft",2003,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,397 / sq ft",1861,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,397 / sq ft",1860,andhra pradesh
Residential Plot,Visakhapatnam, 21 L, L,"1,398 / sq ft",1502,andhra pradesh
Residential Plot,Visakhapatnam, 28 L, L,"1,400 / sq ft",2000,andhra pradesh
Residential Plot,Tirupati, 28 L, L,"1,400 / sq ft",2000,andhra pradesh
Residential Plot,Visakhapatnam, 21.04 L, L,"1,400 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,403 / sq ft",1852,andhra pradesh
Residential Plot,Guntur, 16.8 L, L,"1,403 / sq ft",1197,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,407 / sq ft",1847,andhra pradesh
Residential Plot,Visakhapatnam, 19 L, L,"1,407 / sq ft",1350,andhra pradesh
Residential Plot,Visakhapatnam, 21.2 L, L,"1,410 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 33.9 L, L,"1,411 / sq ft",2403,andhra pradesh
Residential Plot,Visakhapatnam, 25.39 L, L,"1,411 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 22.86 L, L,"1,411 / sq ft",1620,andhra pradesh
Residential Plot,Visakhapatnam, 21.2 L, L,"1,411 / sq ft",1503,andhra pradesh
Residential Plot,Visakhapatnam, 16.89 L, L,"1,411 / sq ft",1197,andhra pradesh
Residential Plot,Visakhapatnam, 13.49 L, L,"1,412 / sq ft",956,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,413 / sq ft",1840,andhra pradesh
Residential Plot,Rajahmundry, 21 L, L,"1,414 / sq ft",1485,andhra pradesh
Residential Plot,Visakhapatnam, 20 L, L,"1,415 / sq ft",1413,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,416 / sq ft",1836,andhra pradesh
Residential Plot,Visakhapatnam, 25.5 L, L,"1,416 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 17 L, L,"1,416 / sq ft",1200,andhra pradesh
Residential Plot,Visakhapatnam, 37 L, L,"1,417 / sq ft",2610,andhra pradesh
Residential Plot,Visakhapatnam, 17.5 L, L,"1,417 / sq ft",1235,andhra pradesh
Residential Plot,Visakhapatnam, 20 L, L,"1,418 / sq ft",1410,andhra pradesh
Residential Plot,Visakhapatnam, 46 L, L,"1,419 / sq ft",3240,andhra pradesh
Residential Plot,Visakhapatnam, 11.5 L, L,"1,419 / sq ft",810,andhra pradesh
Residential Plot,Visakhapatnam, 36.8 L, L,"1,420 / sq ft",2590,andhra pradesh
Residential Plot,Visakhapatnam, 25.65 L, L,"1,425 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,426 / sq ft",1823,andhra pradesh
Residential Plot,Visakhapatnam, 60 L, L,"1,427 / sq ft",4203,andhra pradesh
Residential Plot,Visakhapatnam, 40 L, L,"1,428 / sq ft",2800,andhra pradesh
Residential Plot,Visakhapatnam, 21.5 L, L,"1,429 / sq ft",1504,andhra pradesh
Residential Plot,Visakhapatnam, 25.75 L, L,"1,430 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 25 L, L,"1,431 / sq ft",1746,andhra pradesh
Residential Plot,Tirupati, 26 L, L,"1,432 / sq ft",1815,andhra pradesh
Residential Plot,Visakhapatnam, 46 L, L,"1,435 / sq ft",3204,andhra pradesh
Residential Plot,Visakhapatnam, 34.5 L, L,"1,435 / sq ft",2403,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,437 / sq ft",1809,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,438 / sq ft",1807,andhra pradesh
Residential Plot,Visakhapatnam, 25.9 L, L,"1,438 / sq ft",1800,andhra pradesh
Residential Plot,Visakhapatnam, 28.5 L, L,"1,439 / sq ft",1980,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,439 / sq ft",1806,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,440 / sq ft",1805,andhra pradesh
Residential Plot,Visakhapatnam, 26 L, L,"1,441 / sq ft",1804,andhra pradesh
Residential Plot,Visakhapatnam, 75 L, L,"1,442 / sq ft",5200,andhra pradesh
