plot_type,city,price,Unit,Rupee_per_area,Area,state
3 BHK Apartment,Mumbai, 2.5 Cr, Cr,"19,305 / sq ft",1295,maharastra
3 BHK Apartment,Mumbai, 2.65 Cr, Cr,"19,188 / sq ft",1381,maharastra
2 BHK Apartment,Mumbai, 1.85 Cr, Cr,"15,975 / sq ft",1158,maharastra
3 BHK Apartment,Mumbai, 3 Cr, Cr,"19,243 / sq ft",1559,maharastra
2 BHK Apartment,Mumbai, 1.8 Cr, Cr,"16,143 / sq ft",1115,maharastra
1 BHK Apartment,Mumbai, 23 L, L,"3,565 / sq ft",645,maharastra
2 BHK Apartment,Mumbai, 1.15 Cr, Cr,"12,432 / sq ft",925,maharastra
3 BHK Independent House,Mumbai, 95.65 L, L,"3,826 / sq ft",2500,maharastra
2 BHK Apartment,Pune, 67.7 L, L,"6,478 / sq ft",1045,maharastra
2 BHK Apartment,Mumbai, 2.76 Cr, Cr,"29,052 / sq ft",950,maharastra
1 BHK Apartment,Mumbai, 94 L, L,"10,329 / sq ft",910,maharastra
2 BHK Apartment,Mumbai, 1.6 Cr, Cr,"20,512 / sq ft",780,maharastra
2 BHK Apartment,Mumbai, 95 L, L,"13,970 / sq ft",680,maharastra
2 BHK Independent House,Mumbai, 75 L, L,"10,000 / sq ft",750,maharastra
1 BHK Apartment,Mumbai, 82 L, L,"13,898 / sq ft",590,maharastra
2 BHK Apartment,Mumbai, 1.78 Cr, Cr,"21,975 / sq ft",810,maharastra
2 BHK Apartment,Mumbai, 1.11 Cr, Cr,"12,471 / sq ft",890,maharastra
2 BHK Apartment,Mumbai, 1.15 Cr, Cr,"14,838 / sq ft",775,maharastra
1 BHK Apartment,Mumbai, 28 L, L,"4,320 / sq ft",648,maharastra
2 BHK Apartment,Mumbai, 3 Cr, Cr,"37,220 / sq ft",806,maharastra
1 BHK Apartment,Mumbai, 87 L, L,"16,231 / sq ft",536,maharastra
2 BHK Apartment,Mumbai, 1.61 Cr, Cr,"14,222 / sq ft",1132,maharastra
1 BHK Apartment,Mumbai, 1.23 Cr, Cr,"20,534 / sq ft",599,maharastra
1 BHK Apartment,Mumbai, 91 L, L,"15,909 / sq ft",572,maharastra
1 BHK Apartment,Mumbai, 81 L, L,"15,340 / sq ft",528,maharastra
2 BHK Apartment,Mumbai, 1.34 Cr, Cr,"12,897 / sq ft",1039,maharastra
1 BHK Apartment,Mumbai, 88 L, L,"18,333 / sq ft",480,maharastra
2 BHK Apartment,Mumbai, 1.34 Cr, Cr,"11,964 / sq ft",1120,maharastra
3 BHK Independent House,Mumbai, 73.7 L, L,"3,350 / sq ft",2200,maharastra
2 BHK Apartment,Mumbai, 1.25 Cr, Cr,"12,807 / sq ft",976,maharastra
2 BHK Independent House,Mumbai, 46.2 L, L,"3,186 / sq ft",1450,maharastra
2 BHK Apartment,Mumbai, 66 L, L,"7,586 / sq ft",870,maharastra
2 BHK Apartment,Mumbai, 1.75 Cr, Cr,"24,407 / sq ft",717,maharastra
2 BHK Apartment,Mumbai, 2.08 Cr, Cr,"23,990 / sq ft",867,maharastra
2 BHK Apartment,Mumbai, 2 Cr, Cr,"24,301 / sq ft",823,maharastra
2 BHK Villa,Mumbai, 46.25 L, L,"2,890 / sq ft",1600,maharastra
3 BHK Apartment,Mumbai, 4.4 Cr, Cr,"31,609 / sq ft",1392,maharastra
1 BHK Apartment,Mumbai, 75.5 L, L,"11,796 / sq ft",640,maharastra
1 BHK Apartment,Mumbai, 1.35 Cr, Cr,"21,428 / sq ft",630,maharastra
2 BHK Apartment,Mumbai, 94.5 L, L,"14,538 / sq ft",650,maharastra
3 BHK Villa,Mumbai, 1.5 Cr, Cr,"7,317 / sq ft",2050,maharastra
2 BHK Apartment,Mumbai, 4.7 Cr, Cr,"40,170 / sq ft",1170,maharastra
1 BHK Apartment,Mumbai, 79 L, L,"15,280 / sq ft",517,maharastra
4 BHK Independent House,Mumbai, 80.4 L, L,"3,350 / sq ft",2400,maharastra
1 BHK Apartment,Mumbai, 35.42 L, L,"5,009 / sq ft",707,maharastra
1 BHK Apartment,Mumbai, 33.8 L, L,"7,477 / sq ft",452,maharastra
1 BHK Apartment,Mumbai, 68 L, L,"15,777 / sq ft",431,maharastra
2 BHK Apartment,Mumbai, 2.25 Cr, Cr,"31,824 / sq ft",707,maharastra
1 BHK Apartment,Mumbai, 1.29 Cr, Cr,"31,540 / sq ft",409,maharastra
1 BHK Apartment,Mumbai, 92 L, L,"20,444 / sq ft",450,maharastra
3 BHK Apartment,Mumbai, 4.57 Cr, Cr,"36,560 / sq ft",1250,maharastra
2 BHK Apartment,Mumbai, 74 L, L,"10,850 / sq ft",682,maharastra
2 BHK Apartment,Mumbai, 79 L, L,"9,164 / sq ft",862,maharastra
2 BHK Apartment,Pune, 16.5 L, L,"2,787 / sq ft",592,maharastra
2 BHK Apartment,Mumbai, 4.23 Cr, Cr,"37,183 / sq ft",1140,maharastra
2 BHK Apartment,Mumbai, 3.22 Cr, Cr,"34,296 / sq ft",940,maharastra
1 BHK Apartment,Mumbai, 1.2 Cr, Cr,"22,099 / sq ft",543,maharastra
3 BHK Apartment,Mumbai, 6.25 Cr, Cr,"43,252 / sq ft",1445,maharastra
2 BHK Apartment,Mumbai, 2.72 Cr, Cr,"27,698 / sq ft",982,maharastra
3 BHK Apartment,Mumbai, 3.17 Cr, Cr,"26,616 / sq ft",1191,maharastra
3 BHK Independent House,Mumbai, 55 L, L,"4,074 / sq ft",1350,maharastra
2 BHK Independent House,Mumbai, 48.82 L, L,"3,487 / sq ft",1400,maharastra
2 BHK Villa,Raigad, 39.99 L, L,"3,809 / sq ft",1050,maharastra
1 BHK Apartment,Mumbai, 99 L, L,"13,826 / sq ft",716,maharastra
2 BHK Apartment,Mumbai, 1.39 Cr, Cr,"13,600 / sq ft",1022,maharastra
1 BHK Apartment,Mumbai, 99 L, L,"14,022 / sq ft",706,maharastra
2 BHK Apartment,Mumbai, 2.08 Cr, Cr,"17,261 / sq ft",1205,maharastra
3 BHK Apartment,Mumbai, 2.76 Cr, Cr,"17,806 / sq ft",1550,maharastra
1 BHK Apartment,Mumbai, 1.1 Cr, Cr,"17,600 / sq ft",625,maharastra
3 BHK Apartment,Mumbai, 2.99 Cr, Cr,"26,744 / sq ft",1118,maharastra
2 BHK Apartment,Mumbai, 1.92 Cr, Cr,"16,886 / sq ft",1137,maharastra
2 BHK Apartment,Mumbai, 1.59 Cr, Cr,"15,085 / sq ft",1054,maharastra
1 BHK Apartment,Mumbai, 99 L, L,"17,934 / sq ft",552,maharastra
1 BHK Apartment,Mumbai, 1.5 Cr, Cr,"21,834 / sq ft",687,maharastra
3 BHK Apartment,Mumbai, 2.75 Cr, Cr,"26,647 / sq ft",1032,maharastra
2 BHK Apartment,Mumbai, 1.25 Cr, Cr,"12,327 / sq ft",1014,maharastra
3 BHK Apartment,Mumbai, 2.46 Cr, Cr,"20,936 / sq ft",1175,maharastra
2 BHK Apartment,Mumbai, 1.79 Cr, Cr,"16,199 / sq ft",1105,maharastra
3 BHK Apartment,Mumbai, 2.85 Cr, Cr,"24,255 / sq ft",1175,maharastra
1 BHK Apartment,Pune, 8 L, L,"3,200 / sq ft",250,maharastra
1 BHK Apartment,Mumbai, 80 L, L,"15,873 / sq ft",504,maharastra
1 BHK Apartment,Mumbai, 89 L, L,"13,464 / sq ft",661,maharastra
1 BHK Apartment,Mumbai, 55 L, L,"9,151 / sq ft",601,maharastra
3 BHK Apartment,Mumbai, 1.15 Cr, Cr,"8,315 / sq ft",1383,maharastra
2 BHK Apartment,Mumbai, 73 L, L,"8,538 / sq ft",855,maharastra
2 BHK Apartment,Mumbai, 72 L, L,"9,549 / sq ft",754,maharastra
1 BHK Apartment,Mumbai, 57 L, L,"10,052 / sq ft",567,maharastra
1 BHK Apartment,Mumbai, 52 L, L,"9,171 / sq ft",567,maharastra
1 BHK Apartment,Mumbai, 52 L, L,"9,885 / sq ft",526,maharastra
2 BHK Apartment,Mumbai, 80 L, L,"9,987 / sq ft",801,maharastra
3 BHK Apartment,Mumbai, 5.45 Cr, Cr,"40,443 / sq ft",1350,maharastra
2 BHK Apartment,Mumbai, 80 L, L,"9,744 / sq ft",821,maharastra
2 BHK Apartment,Mumbai, 1.8 Cr, Cr,"14,285 / sq ft",1260,maharastra
1 BHK Apartment,Mumbai, 99 L, L,"18,470 / sq ft",536,maharastra
2 BHK Independent House,Mumbai, 42.1 L, L,"3,107 / sq ft",1355,maharastra
2 BHK Apartment,Mumbai, 1.99 Cr, Cr,"19,282 / sq ft",1032,maharastra
2 BHK Apartment,Mumbai, 1.89 Cr, Cr,"18,367 / sq ft",1029,maharastra
2 BHK Apartment,Mumbai, 1.95 Cr, Cr,"17,105 / sq ft",1140,maharastra
2 BHK Apartment,Mumbai, 1.49 Cr, Cr,"14,109 / sq ft",1056,maharastra
2 BHK Apartment,Mumbai, 1.89 Cr, Cr,"16,492 / sq ft",1146,maharastra
1 BHK Apartment,Mumbai, 94 L, L,"13,905 / sq ft",676,maharastra
2 BHK Apartment,Mumbai, 1.14 Cr, Cr,"11,438 / sq ft",1000,maharastra
1 BHK Apartment,Mumbai, 99 L, L,"18,750 / sq ft",528,maharastra
2 BHK Apartment,Mumbai, 1.51 Cr, Cr,"13,017 / sq ft",1160,maharastra
1 BHK Apartment,Mumbai, 99 L, L,"20,454 / sq ft",484,maharastra
2 BHK Apartment,Mumbai, 1.02 Cr, Cr,"18,478 / sq ft",552,maharastra
2 BHK Apartment,Mumbai, 99 L, L,"17,934 / sq ft",552,maharastra
1 BHK Apartment,Mumbai, 75 L, L,"17,564 / sq ft",427,maharastra
2 BHK Apartment,Pune, 1.3 Cr, Cr,"10,000 / sq ft",1300,maharastra
2 BHK Apartment,Mumbai, 4.25 Cr, Cr,"39,242 / sq ft",1083,maharastra
2 BHK Apartment,Mumbai, 3.92 Cr, Cr,"33,910 / sq ft",1156,maharastra
3 BHK Apartment,Mumbai, 4.7 Cr, Cr,"35,714 / sq ft",1316,maharastra
3 BHK Apartment,Mumbai, 5.14 Cr, Cr,"34,062 / sq ft",1509,maharastra
4 BHK Apartment,Mumbai, 5.28 Cr, Cr,"26,829 / sq ft",1968,maharastra
3 BHK Apartment,Mumbai, 8 Cr, Cr,"53,691 / sq ft",1490,maharastra
2 BHK Apartment,Mumbai, 3.89 Cr, Cr,"40,103 / sq ft",970,maharastra
2 BHK Apartment,Mumbai, 1.69 Cr, Cr,"15,958 / sq ft",1059,maharastra
1 BHK Apartment,Mumbai, 73 L, L,"14,928 / sq ft",489,maharastra
2 BHK Apartment,Mumbai, 99 L, L,"10,691 / sq ft",926,maharastra
2 BHK Apartment,Mumbai, 1.39 Cr, Cr,"13,263 / sq ft",1048,maharastra
2 BHK Independent House,Mumbai, 55.65 L, L,"2,782 / sq ft",2000,maharastra
1 BHK Independent House,Mumbai, 38.65 L, L,"3,220 / sq ft",1200,maharastra
2 BHK Apartment,Mumbai, 2.1 Cr, Cr,"28,000 / sq ft",750,maharastra
2 BHK Apartment,Mumbai, 5.5 Cr, Cr,"42,307 / sq ft",1300,maharastra
1 RK Studio Apartment,Mumbai, 1 Cr, Cr,"28,571 / sq ft",350,maharastra
1 BHK Apartment,Mumbai, 1.3 Cr, Cr,"28,888 / sq ft",450,maharastra
2 BHK Apartment,Mumbai, 1.68 Cr, Cr,"28,000 / sq ft",600,maharastra
3 BHK Apartment,Mumbai, 2.92 Cr, Cr,"26,545 / sq ft",1100,maharastra
2 BHK Apartment,Mumbai, 1.83 Cr, Cr,"26,142 / sq ft",700,maharastra
4 BHK Apartment,Mumbai, 4.3 Cr, Cr,"30,714 / sq ft",1400,maharastra
2 BHK Apartment,Mumbai, 2.3 Cr, Cr,"38,333 / sq ft",600,maharastra
4 BHK Apartment,Mumbai, 3.15 Cr, Cr,"28,636 / sq ft",1100,maharastra
2 BHK Apartment,Mumbai, 2.83 Cr, Cr,"37,733 / sq ft",750,maharastra
3 BHK Apartment,Mumbai, 3.76 Cr, Cr,"37,600 / sq ft",1000,maharastra
4 BHK Apartment,Pune, 1.78 Cr, Cr,"8,900 / sq ft",2000,maharastra
2 BHK Independent House,Pune, 3.56 Cr, Cr,"16,558 / sq ft",2150,maharastra
1 BHK Apartment,Mumbai, 88.25 L, L,"15,536 / sq ft",568,maharastra
2 BHK Apartment,Mumbai, 2.1 Cr, Cr,"26,281 / sq ft",800,maharastra
1 BHK Apartment,Mumbai, 1.25 Cr, Cr,"23,452 / sq ft",533,maharastra
3 BHK Apartment,Nagpur, 1.05 Cr, Cr,"6,363 / sq ft",1650,maharastra
1 BHK Apartment,Mumbai, 79.99 L, L,"16,161 / sq ft",495,maharastra
2 BHK Apartment,Mumbai, 98 L, L,"10,113 / sq ft",969,maharastra
1 BHK Apartment,Mumbai, 48 L, L,"9,696 / sq ft",495,maharastra
1 BHK Apartment,Mumbai, 41.3 L, L,"6,941 / sq ft",595,maharastra
1 BHK Apartment,Mumbai, 50.9 L, L,"11,489 / sq ft",443,maharastra
2 BHK Apartment,Mumbai, 29 L, L,"4,078 / sq ft",711,maharastra
2 BHK Apartment,Mumbai, 99.5 L, L,"12,905 / sq ft",771,maharastra
2 BHK Apartment,Mumbai, 1.53 Cr, Cr,"20,493 / sq ft",750,maharastra
2 BHK Apartment,Mumbai, 3.6 Cr, Cr,"48,000 / sq ft",750,maharastra
5 BHK Apartment,Mumbai, 8.7 Cr, Cr,"24,786 / sq ft",3510,maharastra
4 BHK Apartment,Mumbai, 7.5 Cr, Cr,"26,114 / sq ft",2872,maharastra
4 BHK Apartment,Mumbai, 7.45 Cr, Cr,"26,112 / sq ft",2853,maharastra
4 BHK Apartment,Mumbai, 7 Cr, Cr,"26,207 / sq ft",2671,maharastra
3 BHK Apartment,Mumbai, 5.5 Cr, Cr,"28,147 / sq ft",1954,maharastra
3 BHK Apartment,Mumbai, 5.85 Cr, Cr,"27,285 / sq ft",2144,maharastra
3 BHK Apartment,Mumbai, 5.1 Cr, Cr,"28,130 / sq ft",1813,maharastra
1 BHK Apartment,Mumbai, 86 L, L,"11,780 / sq ft",730,maharastra
3 BHK Apartment,Mumbai, 3.4 Cr, Cr,"27,891 / sq ft",1219,maharastra
2 BHK Apartment,Mumbai, 1.9 Cr, Cr,"27,496 / sq ft",691,maharastra
1 BHK Apartment,Mumbai, 35.36 L, L,"5,278 / sq ft",670,maharastra
2 BHK Apartment,Mumbai, 2.49 Cr, Cr,"27,453 / sq ft",907,maharastra
3 BHK Apartment,Mumbai, 3.64 Cr, Cr,"27,164 / sq ft",1340,maharastra
2 BHK Apartment,Mumbai, 2.44 Cr, Cr,"25,147 / sq ft",972,maharastra
3 BHK Apartment,Mumbai, 5.8 Cr, Cr,"36,250 / sq ft",1600,maharastra
4 BHK Apartment,Mumbai, 10.5 Cr, Cr,"42,000 / sq ft",2500,maharastra
2 BHK Apartment,Mumbai, 1.49 Cr, Cr,"14,607 / sq ft",1020,maharastra
1 BHK Apartment,Mumbai, 1.37 Cr, Cr,"20,663 / sq ft",663,maharastra
3 BHK Apartment,Mumbai, 3.4 Cr, Cr,"28,985 / sq ft",1173,maharastra
2 BHK Apartment,Mumbai, 1.75 Cr, Cr,"20,022 / sq ft",874,maharastra
2 BHK Apartment,Mumbai, 2.04 Cr, Cr,"19,941 / sq ft",1023,maharastra
2 BHK Apartment,Mumbai, 2.15 Cr, Cr,"19,944 / sq ft",1078,maharastra
2 BHK Apartment,Mumbai, 2.38 Cr, Cr,"22,077 / sq ft",1078,maharastra
2 BHK Apartment,Mumbai, 85 L, L,"11,724 / sq ft",725,maharastra
2 BHK Apartment,Mumbai, 79 L, L,"7,314 / sq ft",1080,maharastra
1 BHK Apartment,Mumbai, 35.1 L, L,"6,301 / sq ft",557,maharastra
3 BHK Apartment,Mumbai, 1.61 Cr, Cr,"11,500 / sq ft",1400,maharastra
1 BHK Apartment,Mumbai, 1.15 Cr, Cr,"16,546 / sq ft",695,maharastra
1 BHK Apartment,Mumbai, 80 L, L,"12,030 / sq ft",665,maharastra
1 BHK Apartment,Mumbai, 85 L, L,"10,429 / sq ft",815,maharastra
1 BHK Apartment,Mumbai, 83.5 L, L,"10,437 / sq ft",800,maharastra
1 BHK Apartment,Mumbai, 82 L, L,"10,406 / sq ft",788,maharastra
2 BHK Apartment,Mumbai, 2.75 Cr, Cr,"22,195 / sq ft",1239,maharastra
1 BHK Apartment,Mumbai, 78 L, L,"11,555 / sq ft",675,maharastra
1 BHK Apartment,Mumbai, 85 L, L,"11,333 / sq ft",750,maharastra
1 BHK Apartment,Mumbai, 82.5 L, L,"10,185 / sq ft",810,maharastra
1 BHK Apartment,Mumbai, 83.5 L, L,"11,133 / sq ft",750,maharastra
1 BHK Apartment,Mumbai, 95 L, L,"12,925 / sq ft",735,maharastra
1 BHK Apartment,Mumbai, 84.9 L, L,"10,481 / sq ft",810,maharastra
3 BHK Apartment,Mumbai, 2 Cr, Cr,"17,050 / sq ft",1173,maharastra
2 BHK Apartment,Mumbai, 1.41 Cr, Cr,"16,987 / sq ft",830,maharastra
2 BHK Apartment,Mumbai, 1.55 Cr, Cr,"17,032 / sq ft",910,maharastra
1 BHK Apartment,Mumbai, 32 L, L,"5,203 / sq ft",615,maharastra
1 RK Studio Apartment,Mumbai, 24.67 L, L,"5,777 / sq ft",427,maharastra
1 BHK Apartment,Mumbai, 37.1 L, L,"5,707 / sq ft",650,maharastra
2 BHK Apartment,Mumbai, 1.75 Cr, Cr,"13,513 / sq ft",1295,maharastra
2 BHK Apartment,Mumbai, 95 L, L,"12,925 / sq ft",735,maharastra
1 BHK Apartment,Mumbai, 82 L, L,"12,424 / sq ft",660,maharastra
1 BHK Apartment,Mumbai, 92 L, L,"12,432 / sq ft",740,maharastra
2 BHK Apartment,Mumbai, 1.65 Cr, Cr,"12,850 / sq ft",1284,maharastra
1 BHK Apartment,Mumbai, 83 L, L,"12,116 / sq ft",685,maharastra
2 BHK Apartment,Mumbai, 1.25 Cr, Cr,"11,312 / sq ft",1105,maharastra
2 BHK Apartment,Mumbai, 1.25 Cr, Cr,"12,195 / sq ft",1025,maharastra
1 BHK Apartment,Mumbai, 79.5 L, L,"10,218 / sq ft",778,maharastra
1 BHK Apartment,Mumbai, 2.55 Cr, Cr,"31,021 / sq ft",822,maharastra
1 BHK Apartment,Mumbai, 1.99 Cr, Cr,"30,521 / sq ft",652,maharastra
1 BHK Apartment,Mumbai, 1.75 Cr, Cr,"31,028 / sq ft",564,maharastra
2 BHK Apartment,Mumbai, 68 L, L,"6,834 / sq ft",995,maharastra
1 BHK Apartment,Mumbai, 1.4 Cr, Cr,"30,769 / sq ft",455,maharastra
5 BHK Independent House,Mumbai, 1.35 Cr, Cr,"5,400 / sq ft",2500,maharastra
2 BHK Apartment,Mumbai, 1.4 Cr, Cr,"16,990 / sq ft",824,maharastra
3 BHK Apartment,Mumbai, 5.9 Cr, Cr,"34,705 / sq ft",1700,maharastra
2 BHK Apartment,Mumbai, 1.08 Cr, Cr,"21,600 / sq ft",500,maharastra
3 BHK Independent House,Mumbai, 1.65 Cr, Cr,"5,500 / sq ft",3000,maharastra
2 BHK Apartment,Mumbai, 70 L, L,"7,415 / sq ft",944,maharastra
2 BHK Apartment,Mumbai, 49.5 L, L,"6,513 / sq ft",760,maharastra
1 BHK Apartment,Mumbai, 32 L, L,"5,039 / sq ft",635,maharastra
2 BHK Apartment,Mumbai, 40 L, L,"5,797 / sq ft",690,maharastra
2 BHK Apartment,Mumbai, 48 L, L,"5,245 / sq ft",915,maharastra
2 BHK Apartment,Mumbai, 39.5 L, L,"4,937 / sq ft",800,maharastra
1 BHK Apartment,Mumbai, 31.5 L, L,"4,787 / sq ft",658,maharastra
1 BHK Apartment,Mumbai, 32.45 L, L,"4,931 / sq ft",658,maharastra
2 BHK Apartment,Mumbai, 47.5 L, L,"5,219 / sq ft",910,maharastra
3 BHK Independent House,Mumbai, 75.75 L, L,"3,787 / sq ft",2000,maharastra
2 BHK Apartment,Mumbai, 83 L, L,"9,284 / sq ft",894,maharastra
3 BHK Apartment,Mumbai, 1.6 Cr, Cr,"16,410 / sq ft",975,maharastra
2 BHK Apartment,Mumbai, 95 L, L,"17,210 / sq ft",552,maharastra
2 BHK Apartment,Mumbai, 1 Cr, Cr,"16,666 / sq ft",600,maharastra
2 BHK Apartment,Mumbai, 99 L, L,"16,500 / sq ft",600,maharastra
3 BHK Apartment,Mumbai, 80.9 L, L,"7,354 / sq ft",1100,maharastra
1 BHK Apartment,Mumbai, 19.5 L, L,"3,305 / sq ft",590,maharastra
1 BHK Apartment,Mumbai, 2.5 Cr, Cr,"26,315 / sq ft",950,maharastra
2 BHK Apartment,Mumbai, 70 L, L,"6,597 / sq ft",1061,maharastra
3 BHK Apartment,Mumbai, 2.75 Cr, Cr,"20,265 / sq ft",1357,maharastra
3 BHK Apartment,Pune, 1.49 Cr, Cr,"9,612 / sq ft",1550,maharastra
4 BHK Villa,Pune, 12.5 Cr, Cr,"29,069 / sq ft",4300,maharastra
3 BHK Apartment,Pune, 2.1 Cr, Cr,"10,500 / sq ft",2000,maharastra
2 BHK Apartment,Mumbai, 1 Cr, Cr,"10,928 / sq ft",915,maharastra
1 BHK Apartment,Mumbai, 1.45 Cr, Cr,"26,363 / sq ft",550,maharastra
2 BHK Apartment,Nashik, 30 L, L,"3,198 / sq ft",938,maharastra
1 BHK Apartment,Mumbai, 80 L, L,"14,285 / sq ft",560,maharastra
2 BHK Apartment,Pune, 1.5 Cr, Cr,"11,636 / sq ft",1289,maharastra
3 BHK Apartment,Pune, 1.75 Cr, Cr,"10,000 / sq ft",1750,maharastra
2 BHK Apartment,Mumbai, 46.28 L, L,"4,872 / sq ft",950,maharastra
2 BHK Apartment,Mumbai, 1.35 Cr, Cr,"14,754 / sq ft",915,maharastra
4 BHK Apartment,Mumbai, 1.75 Cr, Cr,"11,666 / sq ft",1500,maharastra
2 BHK Apartment,Mumbai, 1.64 Cr, Cr,"18,426 / sq ft",890,maharastra
2 BHK Apartment,Mumbai, 2.45 Cr, Cr,"30,663 / sq ft",799,maharastra
2 BHK Apartment,Mumbai, 2.2 Cr, Cr,"30,555 / sq ft",720,maharastra
2 BHK Apartment,Mumbai, 1.5 Cr, Cr,"13,181 / sq ft",1138,maharastra
2 BHK Apartment,Mumbai, 1.3 Cr, Cr,"11,872 / sq ft",1095,maharastra
1 BHK Apartment,Mumbai, 1.28 Cr, Cr,"23,390 / sq ft",548,maharastra
2 BHK Apartment,Mumbai, 95 L, L,"10,614 / sq ft",895,maharastra
2 BHK Apartment,Mumbai, 1.95 Cr, Cr,"13,732 / sq ft",1420,maharastra
2 BHK Apartment,Mumbai, 1.7 Cr, Cr,"21,039 / sq ft",808,maharastra
2 BHK Apartment,Mumbai, 2 Cr, Cr,"14,084 / sq ft",1420,maharastra
2 BHK Apartment,Pune, 65 L, L,"9,285 / sq ft",700,maharastra
1 BHK Apartment,Pune, 28 L, L,"3,733 / sq ft",750,maharastra
2 BHK Apartment,Mumbai, 68 L, L,"7,597 / sq ft",895,maharastra
1 BHK Apartment,Mumbai, 43.5 L, L,"6,796 / sq ft",640,maharastra
2 BHK Apartment,Mumbai, 1.32 Cr, Cr,"12,000 / sq ft",1100,maharastra
1 BHK Apartment,Mumbai, 80 L, L,"16,842 / sq ft",475,maharastra
1 BHK Apartment,Mumbai, 95 L, L,"20,000 / sq ft",475,maharastra
2 BHK Apartment,Mumbai, 2.7 Cr, Cr,"33,498 / sq ft",806,maharastra
2 BHK Apartment,Mumbai, 2.4 Cr, Cr,"33,660 / sq ft",713,maharastra
1 BHK Apartment,Mumbai, 1.75 Cr, Cr,"36,398 / sq ft",481,maharastra
3 BHK Villa,Mumbai, 1.6 Cr, Cr,"7,272 / sq ft",2200,maharastra
4 BHK Independent House,Nagpur, 78.39 L, L,"3,563 / sq ft",2200,maharastra
2 BHK Apartment,Mumbai, 1.42 Cr, Cr,"14,200 / sq ft",1000,maharastra
1 BHK Apartment,Mumbai, 1.18 Cr, Cr,"18,553 / sq ft",636,maharastra
2 BHK Apartment,Mumbai, 94.5 L, L,"10,500 / sq ft",900,maharastra
1 BHK Apartment,Mumbai, 1.15 Cr, Cr,"23,421 / sq ft",491,maharastra
2 BHK Apartment,Mumbai, 99 L, L,"11,660 / sq ft",849,maharastra
2 BHK Apartment,Mumbai, 98 L, L,"11,542 / sq ft",849,maharastra
2 BHK Apartment,Mumbai, 95 L, L,"11,189 / sq ft",849,maharastra
2 BHK Apartment,Mumbai, 94.5 L, L,"11,130 / sq ft",849,maharastra
1 BHK Apartment,Mumbai, 85 L, L,"17,453 / sq ft",487,maharastra
1 BHK Apartment,Mumbai, 1.12 Cr, Cr,"21,333 / sq ft",525,maharastra
3 BHK Apartment,Mumbai, 4.04 Cr, Cr,"28,032 / sq ft",1444,maharastra
2 BHK Apartment,Mumbai, 3.45 Cr, Cr,"39,518 / sq ft",873,maharastra
2 BHK Apartment,Mumbai, 2.05 Cr, Cr,"21,693 / sq ft",945,maharastra
3 BHK Apartment,Mumbai, 3.99 Cr, Cr,"36,272 / sq ft",1100,maharastra
1 RK Studio Apartment,Mumbai, 85 L, L,"14,166 / sq ft",600,maharastra
2 BHK Apartment,Mumbai, 2.22 Cr, Cr,"17,262 / sq ft",1286,maharastra
1 BHK Apartment,Mumbai, 10.5 L, L,"2,100 / sq ft",500,maharastra
3 BHK Apartment,Mumbai, 5.4 Cr, Cr,"15,674 / sq ft",3445,maharastra
2 BHK Apartment,Mumbai, 2.5 Cr, Cr,"23,540 / sq ft",1062,maharastra
2 BHK Apartment,Mumbai, 2.9 Cr, Cr,"23,405 / sq ft",1239,maharastra
1 BHK Apartment,Mumbai, 1.45 Cr, Cr,"21,198 / sq ft",684,maharastra
3 BHK Independent House,Mumbai, 1.7 Cr, Cr,"7,555 / sq ft",2250,maharastra
3 BHK Apartment,Mumbai, 5.8 Cr, Cr,"27,791 / sq ft",2087,maharastra
3 BHK Apartment,Mumbai, 4.7 Cr, Cr,"27,183 / sq ft",1729,maharastra
3 BHK Apartment,Mumbai, 1.8 Cr, Cr,"12,569 / sq ft",1432,maharastra
1 BHK Apartment,Pune, 35.32 L, L,"5,896 / sq ft",599,maharastra
1 BHK Apartment,Pune, 38.5 L, L,"5,913 / sq ft",651,maharastra
1 BHK Apartment,Mumbai, 53.7 L, L,"8,920 / sq ft",602,maharastra
1 BHK Apartment,Mumbai, 34.5 L, L,"5,283 / sq ft",653,maharastra
1 BHK Apartment,Mumbai, 1.43 Cr, Cr,"23,833 / sq ft",600,maharastra
3 BHK Apartment,Pune, 94 L, L,"5,669 / sq ft",1658,maharastra
2 BHK Apartment,Pune, 68.75 L, L,"5,658 / sq ft",1215,maharastra
3 BHK Apartment,Mumbai, 5.52 Cr, Cr,"48,893 / sq ft",1131,maharastra
1 BHK Apartment,Mumbai, 2 Cr, Cr,"35,460 / sq ft",564,maharastra
3 BHK Apartment,Mumbai, 6.75 Cr, Cr,"42,187 / sq ft",1600,maharastra
4 BHK Apartment,Nashik, 72.9 L, L,"3,313 / sq ft",2200,maharastra
2 BHK Apartment,Pune, 77.6 L, L,"7,054 / sq ft",1100,maharastra
1 BHK Apartment,Mumbai, 40 L, L,"6,220 / sq ft",643,maharastra
2 BHK Apartment,Mumbai, 2.9 Cr, Cr,"27,001 / sq ft",1074,maharastra
3 BHK Apartment,Pune, 2.05 Cr, Cr,"12,843 / sq ft",1600,maharastra
1 BHK Apartment,Mumbai, 1.4 Cr, Cr,"20,588 / sq ft",680,maharastra
3 BHK Apartment,Mumbai, 5.22 Cr, Cr,"17,493 / sq ft",2986,maharastra
2 BHK Apartment,Mumbai, 1.07 Cr, Cr,"9,807 / sq ft",1091,maharastra
