property_type,city,total_price,unit,builtup_area_sqft,area,state
Apartment,Kolkata,59.8, L,4000.0,1495,West Bengal
Apartment,Kolkata,59.76, L,4000.0,1494,West Bengal
Apartment,Kolkata,59.56, L,4000.0,1489,West Bengal
Apartment,Kolkata,55.24, L,4000.0,1381,West Bengal
Apartment,Kolkata,55.12, L,4000.0,1378,West Bengal
Apartment,Kolkata,54.4, L,4000.0,1360,West Bengal
Apartment,Kolkata,54.2, L,4000.0,1355,West Bengal
Apartment,Kolkata,54.08, L,4000.0,1352,West Bengal
Apartment,Kolkata,54.0, L,4000.0,1350,West Bengal
Apartment,Kolkata,53.6, L,4000.0,1340,West Bengal
Apartment,Kolkata,52.92, L,4000.0,1323,West Bengal
Apartment,Kolkata,52.84, L,4000.0,1321,West Bengal
Apartment,Kolkata,52.8, L,4000.0,1320,West Bengal
Apartment,Kolkata,52.6, L,4000.0,1315,West Bengal
Apartment,Kolkata,52.52, L,4000.0,1313,West Bengal
Apartment,Kolkata,52.4, L,4000.0,1310,West Bengal
Apartment,Kolkata,52.2, L,4000.0,1305,West Bengal
Apartment,Kolkata,52.0, L,4000.0,1300,West Bengal
Villa/Independent House,Kolkata,52.0, L,4000.0,1300,West Bengal
Apartment,Kolkata,51.96, L,4000.0,1299,West Bengal
Apartment,Kolkata,51.44, L,4000.0,1286,West Bengal
Apartment,Kolkata,51.4, L,4000.0,1285,West Bengal
Apartment,Kolkata,51.32, L,4000.0,1283,West Bengal
Apartment,Kolkata,50.96, L,4000.0,1274,West Bengal
Apartment,Siliguri,50.92, L,4000.0,1273,West Bengal
Apartment,Kolkata,50.44, L,4000.0,1261,West Bengal
Apartment,Kolkata,50.24, L,4000.0,1256,West Bengal
Apartment,Kolkata,50.0, L,4000.0,1250,West Bengal
Apartment,Kolkata,49.28, L,4000.0,1232,West Bengal
Apartment,Kolkata,49.2, L,4000.0,1230,West Bengal
Apartment,Kolkata,49.04, L,4000.0,1226,West Bengal
Apartment,Kolkata,48.96, L,4000.0,1224,West Bengal
Apartment,Kolkata,48.12, L,4000.0,1203,West Bengal
Apartment,Kolkata,48.04, L,4000.0,1201,West Bengal
Apartment,Kolkata,48.0, L,4000.0,1200,West Bengal
Apartment,Kolkata,47.84, L,4000.0,1196,West Bengal
Apartment,Kolkata,47.8, L,4000.0,1195,West Bengal
Apartment,Kolkata,47.56, L,4000.0,1189,West Bengal
Apartment,Kolkata,47.36, L,4000.0,1184,West Bengal
Apartment,Kolkata,46.8, L,4000.0,1170,West Bengal
Apartment,Kolkata,46.0, L,4000.0,1150,West Bengal
Apartment,Kolkata,45.68, L,4000.0,1142,West Bengal
Apartment,Kolkata,45.64, L,4000.0,1141,West Bengal
Apartment,Kolkata,45.28, L,4000.0,1132,West Bengal
Apartment,Kolkata,45.2, L,4000.0,1130,West Bengal
Apartment,Kolkata,45.0, L,4000.0,1125,West Bengal
Apartment,Kolkata,44.88, L,4000.0,1122,West Bengal
Apartment,Kolkata,44.08, L,4000.0,1102,West Bengal
Apartment,Kolkata,44.0, L,4000.0,1100,West Bengal
Apartment,Kolkata,43.36, L,4000.0,1084,West Bengal
Apartment,Kolkata,43.2, L,4000.0,1080,West Bengal
Apartment,Kolkata,42.92, L,4000.0,1073,West Bengal
Apartment,Kolkata,42.84, L,4000.0,1071,West Bengal
Apartment,Kolkata,42.72, L,4000.0,1068,West Bengal
Apartment,Kolkata,42.2, L,4000.0,1055,West Bengal
Apartment,Kolkata,42.04, L,4000.0,1051,West Bengal
Apartment,Kolkata,42.0, L,4000.0,1050,West Bengal
Apartment,Kolkata,41.4, L,4000.0,1035,West Bengal
Apartment,Kolkata,41.24, L,4000.0,1031,West Bengal
Apartment,Durgapur,41.2, L,4000.0,1030,West Bengal
Apartment,Kolkata,40.6, L,4000.0,1015,West Bengal
Apartment,Kolkata,40.48, L,4000.0,1012,West Bengal
Apartment,Kolkata,40.32, L,4000.0,1008,West Bengal
Apartment,Kolkata,40.04, L,4000.0,1001,West Bengal
Apartment,Kolkata,40.0, L,4000.0,1000,West Bengal
Villa/Independent House,Kolkata,40.0, L,4000.0,1000,West Bengal
Apartment,Kolkata,39.76, L,4000.0,994,West Bengal
Apartment,Kolkata,39.36, L,4000.0,984,West Bengal
Apartment,Kolkata,39.28, L,4000.0,982,West Bengal
Apartment,Kolkata,39.24, L,4000.0,981,West Bengal
Apartment,Kolkata,38.8, L,4000.0,970,West Bengal
Apartment,Kolkata,38.76, L,4000.0,969,West Bengal
Apartment,Kolkata,38.32, L,4000.0,958,West Bengal
Apartment,Kolkata,38.2, L,4000.0,955,West Bengal
Apartment,Kolkata,38.12, L,4000.0,953,West Bengal
Apartment,Kolkata,38.0, L,4000.0,950,West Bengal
Apartment,Kolkata,37.32, L,4000.0,933,West Bengal
Apartment,Kolkata,37.2, L,4000.0,930,West Bengal
Apartment,Kolkata,37.0, L,4000.0,925,West Bengal
Apartment,Kolkata,36.8, L,4000.0,920,West Bengal
Apartment,Kolkata,36.44, L,4000.0,911,West Bengal
Apartment,Kolkata,36.12, L,4000.0,903,West Bengal
Apartment,Kolkata,36.0, L,4000.0,900,West Bengal
Apartment,Kolkata,35.8, L,4000.0,895,West Bengal
Apartment,Kolkata,35.76, L,4000.0,894,West Bengal
Apartment,Kolkata,35.72, L,4000.0,893,West Bengal
Apartment,Kolkata,35.6, L,4000.0,890,West Bengal
Apartment,Kolkata,35.56, L,4000.0,889,West Bengal
Apartment,Kolkata,35.48, L,4000.0,887,West Bengal
Apartment,Kolkata,35.4, L,4000.0,885,West Bengal
Apartment,Kolkata,35.32, L,4000.0,883,West Bengal
Apartment,Kolkata,35.24, L,4000.0,881,West Bengal
Apartment,Kolkata,35.12, L,4000.0,878,West Bengal
Apartment,Kolkata,35.0, L,4000.0,875,West Bengal
Apartment,Kolkata,34.8, L,4000.0,870,West Bengal
Apartment,Kolkata,34.6, L,4000.0,865,West Bengal
Apartment,Kolkata,34.2, L,4000.0,855,West Bengal
Apartment,Kolkata,34.04, L,4000.0,851,West Bengal
Apartment,Kolkata,34.0, L,4000.0,850,West Bengal
Apartment,Kolkata,33.96, L,4000.0,849,West Bengal
Apartment,Kolkata,33.92, L,4000.0,848,West Bengal
Apartment,Kolkata,33.8, L,4000.0,845,West Bengal
Apartment,Kolkata,33.6, L,4000.0,840,West Bengal
Apartment,Kolkata,33.0, L,4000.0,825,West Bengal
Apartment,Kolkata,32.6, L,4000.0,815,West Bengal
Apartment,Kolkata,32.4, L,4000.0,810,West Bengal
Apartment,Kolkata,32.32, L,4000.0,808,West Bengal
Apartment,Kolkata,32.2, L,4000.0,805,West Bengal
Apartment,Kolkata,32.0, L,4000.0,800,West Bengal
Apartment,Kolkata,31.8, L,4000.0,795,West Bengal
Apartment,Kolkata,31.4, L,4000.0,785,West Bengal
Apartment,Kolkata,31.2, L,4000.0,780,West Bengal
Apartment,Kolkata,31.0, L,4000.0,775,West Bengal
Apartment,Kolkata,30.88, L,4000.0,772,West Bengal
Apartment,Kolkata,30.8, L,4000.0,770,West Bengal
Apartment,Kolkata,30.4, L,4000.0,760,West Bengal
Apartment,Kolkata,30.0, L,4000.0,750,West Bengal
Villa/Independent House,Kolkata,30.0, L,4000.0,750,West Bengal
Apartment,Kolkata,29.92, L,4000.0,748,West Bengal
Apartment,Kolkata,29.8, L,4000.0,745,West Bengal
Apartment,Kolkata,29.4, L,4000.0,735,West Bengal
Apartment,Kolkata,29.2, L,4000.0,730,West Bengal
Apartment,Kolkata,29.0, L,4000.0,725,West Bengal
Apartment,Kolkata,28.8, L,4000.0,720,West Bengal
Apartment,Kolkata,28.68, L,4000.0,717,West Bengal
Apartment,Kolkata,28.0, L,4000.0,700,West Bengal
Apartment,Kolkata,27.64, L,4000.0,691,West Bengal
Apartment,Kolkata,27.2, L,4000.0,680,West Bengal
Apartment,Kolkata,26.48, L,4000.0,662,West Bengal
Apartment,Kolkata,26.2, L,4000.0,655,West Bengal
Villa/Independent House,Kolkata,26.0, L,4000.0,650,West Bengal
Apartment,Kolkata,26.0, L,4000.0,650,West Bengal
Apartment,Kolkata,25.48, L,4000.0,637,West Bengal
Apartment,Kolkata,25.44, L,4000.0,636,West Bengal
Villa/Independent House,Kolkata,25.2, L,4000.0,630,West Bengal
Apartment,Kolkata,24.48, L,4000.0,612,West Bengal
Apartment,Kolkata,24.0, L,4000.0,600,West Bengal
Villa/Independent House,Kolkata,23.0, L,4000.0,575,West Bengal
Apartment,Kolkata,22.8, L,4000.0,570,West Bengal
Villa/Independent House,Kolkata,22.0, L,4000.0,550,West Bengal
Apartment,Kolkata,20.0, L,4000.0,500,West Bengal
Apartment,Kolkata,19.28, L,4000.0,482,West Bengal
Apartment,Kolkata,19.2, L,4000.0,480,West Bengal
Apartment,Kolkata,18.0, L,4000.0,450,West Bengal
Apartment,Kolkata,17.2, L,4000.0,430,West Bengal
Apartment,Kolkata,17.0, L,4000.0,425,West Bengal
Apartment,Kolkata,16.28, L,4000.0,407,West Bengal
Apartment,Kolkata,16.0, L,4000.0,400,West Bengal
Apartment,Kolkata,14.8, L,4000.0,370,West Bengal
Apartment,Kolkata,12.0, L,4000.0,300,West Bengal
Apartment,Kolkata,47.5, L,4001.0,1187,West Bengal
Apartment,Kolkata,32.25, L,4001.0,806,West Bengal
Apartment,Kolkata,39.5, L,4002.0,987,West Bengal
Apartment,Kolkata,33.62, L,4002.0,840,West Bengal
Apartment,Kolkata,30.49, L,4002.0,762,West Bengal
Apartment,Kolkata,45.0, L,4003.0,1124,West Bengal
Apartment,Kolkata,43.2, L,4003.0,1079,West Bengal
Apartment,Kolkata,47.37, L,4004.0,1183,West Bengal
Apartment,Kolkata,38.0, L,4004.0,949,West Bengal
Apartment,Kolkata,35.0, L,4004.0,874,West Bengal
Apartment,Kolkata,34.0, L,4004.0,849,West Bengal
Apartment,Kolkata,47.0, L,4006.0,1173,West Bengal
Apartment,Kolkata,38.1, L,4006.0,951,West Bengal
Apartment,Kolkata,36.5, L,4006.0,911,West Bengal
Apartment,Kolkata,45.68, L,4007.0,1140,West Bengal
Apartment,Kolkata,43.0, L,4007.0,1073,West Bengal
Villa/Independent House,Kolkata,42.0, L,4007.0,1048,West Bengal
Apartment,Kolkata,32.5, L,4007.0,811,West Bengal
Apartment,Kolkata,44.5, L,4009.0,1110,West Bengal
Apartment,Kolkata,33.0, L,4009.0,823,West Bengal
Apartment,Kolkata,49.94, L,4011.0,1245,West Bengal
Apartment,Kolkata,41.0, L,4011.0,1022,West Bengal
Villa/Independent House,Kolkata,65.0, L,4012.0,1620,West Bengal
Apartment,Kolkata,25.0, L,4012.0,623,West Bengal
Apartment,Kolkata,61.0, L,4013.0,1520,West Bengal
Apartment,Kolkata,37.0, L,4013.0,922,West Bengal
Apartment,Kolkata,36.0, L,4013.0,897,West Bengal
Apartment,Kolkata,55.0, L,4014.0,1370,West Bengal
Apartment,Kolkata,34.0, L,4014.0,847,West Bengal
Apartment,Kolkata,27.5, L,4014.0,685,West Bengal
Apartment,Kolkata,53.0, L,4015.0,1320,West Bengal
Villa/Independent House,Kolkata,52.0, L,4015.0,1295,West Bengal
Apartment,Kolkata,47.0, L,4017.0,1170,West Bengal
Apartment,Kolkata,45.0, L,4017.0,1120,West Bengal
Apartment,Kolkata,42.99, L,4018.0,1070,West Bengal
Apartment,Kolkata,35.0, L,4018.0,871,West Bengal
Villa/Independent House,Kolkata,59.5, L,4020.0,1480,West Bengal
Apartment,Kolkata,39.0, L,4020.0,970,West Bengal
Villa/Independent House,Kolkata,38.0, L,4021.0,945,West Bengal
Apartment,Kolkata,37.0, L,4021.0,920,West Bengal
Apartment,Kolkata,35.0, L,4022.0,870,West Bengal
Apartment,Kolkata,34.2, L,4023.0,850,West Bengal
Apartment,Kolkata,34.0, L,4023.0,845,West Bengal
Villa/Independent House,Kolkata,99.0, L,4024.0,2460,West Bengal
Apartment,Kolkata,33.0, L,4024.0,820,West Bengal
Apartment,Kolkata,16.5, L,4024.0,410,West Bengal
Apartment,Kolkata,25.0, L,4025.0,621,West Bengal
Villa/Independent House,Kolkata,12000000.0, Cr,4026.0,2980,West Bengal
Apartment,Kolkata,60.0, L,4026.0,1490,West Bengal
Apartment,Kolkata,30.0, L,4026.0,745,West Bengal
Apartment,Kolkata,79.75, L,4027.0,1980,West Bengal
Apartment,Kolkata,52.0, L,4027.0,1291,West Bengal
Villa/Independent House,Kolkata,45.11, L,4027.0,1120,West Bengal
Apartment,Kolkata,18.16, L,4027.0,451,West Bengal
Apartment,Kolkata,34.0, L,4028.0,844,West Bengal
Apartment,Kolkata,28.0, L,4028.0,695,West Bengal
Villa/Independent House,Kolkata,65.0, L,4029.0,1613,West Bengal
Apartment,Kolkata,38.5, L,4031.0,955,West Bengal
Apartment,Kolkata,29.75, L,4031.0,738,West Bengal
Villa/Independent House,Kolkata,65.0, L,4032.0,1612,West Bengal
Apartment,Kolkata,32.5, L,4032.0,806,West Bengal
Apartment,Kolkata,40.5, L,4033.0,1004,West Bengal
Apartment,Kolkata,37.0, L,4034.0,917,West Bengal
Apartment,Kolkata,54.0, L,4035.0,1338,West Bengal
Apartment,Kolkata,46.5, L,4036.0,1152,West Bengal
Villa/Independent House,Kolkata,65.13, L,4037.0,1613,West Bengal
Apartment,Kolkata,43.0, L,4037.0,1065,West Bengal
Apartment,Kolkata,36.9, L,4037.0,914,West Bengal
Apartment,Kolkata,42.0, L,4038.0,1040,West Bengal
Apartment,Kolkata,40.0, L,4040.0,990,West Bengal
Apartment,Kolkata,33.41, L,4040.0,827,West Bengal
Apartment,Kolkata,27.6, L,4040.0,683,West Bengal
Villa/Independent House,Kolkata,97.0, L,4041.0,2400,West Bengal
Apartment,Kolkata,55.5, L,4042.0,1373,West Bengal
Apartment,Kolkata,42.0, L,4042.0,1039,West Bengal
Apartment,Kolkata,90.0, L,4043.0,2226,West Bengal
Apartment,Kolkata,46.5, L,4043.0,1150,West Bengal
Apartment,Kolkata,55.0, L,4044.0,1360,West Bengal
Apartment,Kolkata,54.8, L,4044.0,1355,West Bengal
Apartment,Kolkata,47.0, L,4044.0,1162,West Bengal
Apartment,Kolkata,36.0, L,4044.0,890,West Bengal
Apartment,Kolkata,27.49, L,4044.0,680,West Bengal
Apartment,Kolkata,27.5, L,4044.0,680,West Bengal
Apartment,Kolkata,60.0, L,4045.0,1483,West Bengal
Apartment,Kolkata,26.9, L,4045.0,665,West Bengal
Apartment,Kolkata,51.47, L,4046.0,1272,West Bengal
Apartment,Kolkata,34.0, L,4047.0,840,West Bengal
Apartment,Kolkata,37.0, L,4048.0,914,West Bengal
Apartment,Kolkata,36.85, L,4049.0,910,West Bengal
Plot/Land,Kolkata,70000000.0, Cr,4050.0,17280,West Bengal
Apartment,Kolkata,55.0, L,4050.0,1358,West Bengal
Apartment,Kolkata,53.74, L,4050.0,1327,West Bengal
Apartment,Kolkata,53.66, L,4050.0,1325,West Bengal
Apartment,Kolkata,48.35, L,4050.0,1194,West Bengal
Apartment,Kolkata,47.22, L,4050.0,1166,West Bengal
Apartment,Kolkata,40.5, L,4050.0,1000,West Bengal
Apartment,Kolkata,35.27, L,4050.0,871,West Bengal
Apartment,Kolkata,35.0, L,4050.0,864,West Bengal
Villa/Independent House,Kolkata,35.0, L,4050.0,864,West Bengal
Apartment,Kolkata,32.0, L,4050.0,790,West Bengal
Apartment,Kolkata,40.38, L,4051.0,997,West Bengal
Apartment,Kolkata,38.0, L,4051.0,938,West Bengal
Apartment,Kolkata,23.5, L,4051.0,580,West Bengal
Apartment,Kolkata,38.5, L,4052.0,950,West Bengal
Apartment,Kolkata,60.0, L,4054.0,1480,West Bengal
Apartment,Kolkata,59.99, L,4054.0,1480,West Bengal
Apartment,Kolkata,45.0, L,4054.0,1110,West Bengal
Apartment,Kolkata,30.0, L,4054.0,740,West Bengal
Apartment,Kolkata,15.0, L,4054.0,370,West Bengal
Apartment,Kolkata,35.0, L,4055.0,863,West Bengal
Apartment,Kolkata,29.4, L,4055.0,725,West Bengal
Apartment,Kolkata,56.8, L,4057.0,1400,West Bengal
Villa/Independent House,Kolkata,40.0, L,4060.0,985,West Bengal
Apartment,Kolkata,27.61, L,4060.0,680,West Bengal
Apartment,Kolkata,25.58, L,4060.0,630,West Bengal
Apartment,Kolkata,50.0, L,4061.0,1231,West Bengal
Villa/Independent House,Kolkata,65.0, L,4062.0,1600,West Bengal
Apartment,Kolkata,39.0, L,4062.0,960,West Bengal
Apartment,Kolkata,19.5, L,4062.0,480,West Bengal
Apartment,Kolkata,34.5, L,4063.0,849,West Bengal
Apartment,Kolkata,55.0, L,4065.0,1353,West Bengal
Villa/Independent House,Kolkata,40.0, L,4065.0,984,West Bengal
Apartment,Kolkata,38.22, L,4065.0,940,West Bengal
Apartment,Kolkata,37.0, L,4065.0,910,West Bengal
Apartment,Kolkata,28.5, L,4065.0,701,West Bengal
Apartment,Kolkata,41.8, L,4067.0,1028,West Bengal
Villa/Independent House,Kolkata,90.0, L,4068.0,2212,West Bengal
Apartment,Kolkata,29.49, L,4068.0,725,West Bengal
Villa/Independent House,Kolkata,90.0, L,4069.0,2212,West Bengal
Apartment,Kolkata,35.0, L,4069.0,860,West Bengal
Apartment,Kolkata,33.53, L,4069.0,824,West Bengal
Apartment,Kolkata,27.67, L,4069.0,680,West Bengal
Apartment,Kolkata,46.0, L,4070.0,1130,West Bengal
Apartment,Kolkata,50.0, L,4071.0,1228,West Bengal
Apartment,Kolkata,28.5, L,4071.0,700,West Bengal
Apartment,Kolkata,47.0, L,4072.0,1154,West Bengal
Villa/Independent House,Kolkata,90.1, L,4073.0,2212,West Bengal
Apartment,Kolkata,55.0, L,4074.0,1350,West Bengal
Apartment,Kolkata,54.0, L,4075.0,1325,West Bengal
Apartment,Kolkata,34.2, L,4076.0,839,West Bengal
Apartment,Kolkata,34.0, L,4076.0,834,West Bengal
Apartment,Kolkata,63.0, L,4077.0,1545,West Bengal
Apartment,Kolkata,44.0, L,4077.0,1079,West Bengal
Apartment,Kolkata,42.0, L,4077.0,1030,West Bengal
Apartment,Kolkata,38.0, L,4077.0,932,West Bengal
Apartment,Kolkata,46.5, L,4078.0,1140,West Bengal
Apartment,Kolkata,39.0, L,4079.0,956,West Bengal
Apartment,Kolkata,26.88, L,4079.0,659,West Bengal
Apartment,Kolkata,51.0, L,4080.0,1250,West Bengal
Apartment,Kolkata,54.0, L,4081.0,1323,West Bengal
Apartment,Kolkata,50.0, L,4081.0,1225,West Bengal
Apartment,Kolkata,38.0, L,4081.0,931,West Bengal
Apartment,Kolkata,32.0, L,4081.0,784,West Bengal
Apartment,Kolkata,30.0, L,4081.0,735,West Bengal
Apartment,Kolkata,49.0, L,4083.0,1200,West Bengal
Apartment,Kolkata,58.0, L,4084.0,1420,West Bengal
Apartment,Kolkata,30.01, L,4084.0,735,West Bengal
Apartment,Kolkata,44.0, L,4085.0,1077,West Bengal
Apartment,Kolkata,42.0, L,4085.0,1028,West Bengal
Apartment,Kolkata,38.0, L,4086.0,930,West Bengal
Apartment,Kolkata,27.75, L,4086.0,679,West Bengal
Apartment,Kolkata,37.0, L,4088.0,905,West Bengal
Apartment,Kolkata,35.0, L,4088.0,856,West Bengal
Apartment,Kolkata,27.81, L,4089.0,680,West Bengal
Villa/Independent House,Kolkata,90.0, L,4090.0,2200,West Bengal
Apartment,Kolkata,45.0, L,4090.0,1100,West Bengal
Villa/Independent House,Kolkata,45.0, L,4090.0,1100,West Bengal
Apartment,Kolkata,36.0, L,4090.0,880,West Bengal
Apartment,Kolkata,34.35, L,4090.0,840,West Bengal
Apartment,Kolkata,34.36, L,4090.0,840,West Bengal
Apartment,Kolkata,22.5, L,4090.0,550,West Bengal
Apartment,Kolkata,13.5, L,4090.0,330,West Bengal
Apartment,Kolkata,25.0, L,4091.0,611,West Bengal
Villa/Independent House,Kolkata,30.0, L,4092.0,733,West Bengal
Apartment,Kolkata,25.77, L,4092.0,630,West Bengal
Apartment,Kolkata,25.78, L,4092.0,630,West Bengal
Apartment,Kolkata,42.0, L,4093.0,1026,West Bengal
Apartment,Kolkata,35.0, L,4093.0,855,West Bengal
Plot/Land,Kolkata,95.0, L,4094.0,2320,West Bengal
Apartment,Kolkata,26.0, L,4094.0,635,West Bengal
Apartment,Kolkata,27.65, L,4096.0,675,West Bengal
Apartment,Kolkata,17.0, L,4096.0,415,West Bengal
Apartment,Kolkata,39.46, L,4097.0,963,West Bengal
Apartment,Kolkata,50.0, L,4098.0,1220,West Bengal
Apartment,Kolkata,40.0, L,4098.0,976,West Bengal
Apartment,Kolkata,25.0, L,4098.0,610,West Bengal
Apartment,Kolkata,56.7, L,4099.0,1383,West Bengal
Apartment,Kolkata,54.89, L,4099.0,1339,West Bengal
Apartment,Kolkata,53.46, L,4099.0,1304,West Bengal
Apartment,Kolkata,41.32, L,4099.0,1008,West Bengal
Apartment,Kolkata,40.5, L,4099.0,988,West Bengal
Apartment,Kolkata,38.21, L,4099.0,932,West Bengal
Apartment,Kolkata,38.0, L,4099.0,927,West Bengal
Apartment,Kolkata,71.25, L,4100.0,1738,West Bengal
Apartment,Kolkata,70.15, L,4100.0,1711,West Bengal
Apartment,Kolkata,58.38, L,4100.0,1424,West Bengal
Apartment,Kolkata,58.09, L,4100.0,1417,West Bengal
Apartment,Kolkata,57.81, L,4100.0,1410,West Bengal
Apartment,Kolkata,56.99, L,4100.0,1390,West Bengal
Apartment,Kolkata,55.84, L,4100.0,1362,West Bengal
Apartment,Kolkata,55.71, L,4100.0,1359,West Bengal
Apartment,Kolkata,55.55, L,4100.0,1355,West Bengal
Apartment,Kolkata,55.18, L,4100.0,1346,West Bengal
Apartment,Kolkata,54.89, L,4100.0,1339,West Bengal
Apartment,Kolkata,54.28, L,4100.0,1324,West Bengal
Apartment,Kolkata,53.95, L,4100.0,1316,West Bengal
Apartment,Kolkata,53.46, L,4100.0,1304,West Bengal
Apartment,Kolkata,52.43, L,4100.0,1279,West Bengal
Apartment,Kolkata,52.07, L,4100.0,1270,West Bengal
Apartment,Kolkata,52.0, L,4100.0,1268,West Bengal
Apartment,Kolkata,51.66, L,4100.0,1260,West Bengal
Apartment,Kolkata,51.61, L,4100.0,1259,West Bengal
Apartment,Kolkata,51.49, L,4100.0,1256,West Bengal
Apartment,Kolkata,51.25, L,4100.0,1250,West Bengal
Apartment,Kolkata,50.63, L,4100.0,1235,West Bengal
Apartment,Kolkata,48.58, L,4100.0,1185,West Bengal
Apartment,Kolkata,48.17, L,4100.0,1175,West Bengal
Apartment,Kolkata,47.56, L,4100.0,1160,West Bengal
Apartment,Kolkata,47.15, L,4100.0,1150,West Bengal
Apartment,Kolkata,46.45, L,4100.0,1133,West Bengal
Apartment,Kolkata,44.69, L,4100.0,1090,West Bengal
Apartment,Kolkata,43.87, L,4100.0,1070,West Bengal
Apartment,Kolkata,43.66, L,4100.0,1065,West Bengal
Apartment,Kolkata,43.46, L,4100.0,1060,West Bengal
Apartment,Kolkata,43.37, L,4100.0,1058,West Bengal
Apartment,Kolkata,43.05, L,4100.0,1050,West Bengal
Apartment,Kolkata,42.43, L,4100.0,1035,West Bengal
Apartment,Kolkata,41.5, L,4100.0,1012,West Bengal
Apartment,Kolkata,40.42, L,4100.0,986,West Bengal
Apartment,Kolkata,39.19, L,4100.0,956,West Bengal
Apartment,Kolkata,39.2, L,4100.0,956,West Bengal
Apartment,Kolkata,38.95, L,4100.0,950,West Bengal
Apartment,Kolkata,38.9, L,4100.0,949,West Bengal
Apartment,Kolkata,38.21, L,4100.0,932,West Bengal
Apartment,Kolkata,38.13, L,4100.0,930,West Bengal
Apartment,Kolkata,37.8, L,4100.0,922,West Bengal
Apartment,Kolkata,37.72, L,4100.0,920,West Bengal
Apartment,Kolkata,37.22, L,4100.0,908,West Bengal
Apartment,Kolkata,37.02, L,4100.0,903,West Bengal
Apartment,Kolkata,35.67, L,4100.0,870,West Bengal
Villa/Independent House,Kolkata,34.85, L,4100.0,850,West Bengal
Apartment,Kolkata,34.6, L,4100.0,844,West Bengal
Apartment,Kolkata,34.44, L,4100.0,840,West Bengal
Apartment,Kolkata,32.39, L,4100.0,790,West Bengal
Apartment,Kolkata,30.75, L,4100.0,750,West Bengal
Apartment,Kolkata,27.67, L,4100.0,675,West Bengal
Apartment,Kolkata,42.0, L,4101.0,1024,West Bengal
Apartment,Kolkata,27.8, L,4101.0,678,West Bengal
Villa/Independent House,Kolkata,45.13, L,4102.0,1100,West Bengal
Apartment,Kolkata,40.0, L,4102.0,975,West Bengal
Apartment,Kolkata,32.0, L,4102.0,780,West Bengal
Apartment,Kolkata,23.83, L,4103.0,581,West Bengal
Apartment,Kolkata,18.47, L,4104.0,450,West Bengal
Apartment,Kolkata,39.0, L,4105.0,950,West Bengal
Villa/Independent House,Kolkata,42.05, L,4106.0,1024,West Bengal
Apartment,Kolkata,18.48, L,4106.0,450,West Bengal
Villa/Independent House,Kolkata,11500000.0, Cr,4107.0,2800,West Bengal
Apartment,Kolkata,35.0, L,4107.0,852,West Bengal
Apartment,Kolkata,23.0, L,4107.0,560,West Bengal
Apartment,Kolkata,53.0, L,4108.0,1290,West Bengal
Apartment,Kolkata,38.0, L,4108.0,925,West Bengal
Apartment,Kolkata,30.0, L,4109.0,730,West Bengal
Villa/Independent House,Kolkata,60.0, L,4110.0,1460,West Bengal
Villa/Independent House,Kolkata,74.0, L,4111.0,1800,West Bengal
Apartment,Kolkata,47.0, L,4111.0,1143,West Bengal
Apartment,Kolkata,37.0, L,4111.0,900,West Bengal
Apartment,Kolkata,25.0, L,4111.0,608,West Bengal
Apartment,Kolkata,50.0, L,4115.0,1215,West Bengal
Apartment,Kolkata,24.0, L,4116.0,583,West Bengal
Apartment,Kolkata,35.0, L,4117.0,850,West Bengal
Villa/Independent House,Kolkata,35.0, L,4117.0,850,West Bengal
Apartment,Kolkata,21.0, L,4117.0,510,West Bengal
Apartment,Kolkata,18.53, L,4117.0,450,West Bengal
Villa/Independent House,Kolkata,53.0, L,4118.0,1287,West Bengal
Apartment,Kolkata,36.0, L,4118.0,874,West Bengal
Apartment,Kolkata,32.0, L,4118.0,777,West Bengal
Apartment,Kolkata,62.0, L,4119.0,1505,West Bengal
Apartment,Kolkata,51.0, L,4119.0,1238,West Bengal
Apartment,Kolkata,51.5, L,4120.0,1250,West Bengal
Apartment,Kolkata,45.0, L,4120.0,1092,West Bengal
Apartment,Kolkata,18.54, L,4120.0,450,West Bengal
Apartment,Kolkata,35.0, L,4122.0,849,West Bengal
Apartment,Kolkata,40.0, L,4123.0,970,West Bengal
Villa/Independent House,Kolkata,53.0, L,4124.0,1285,West Bengal
Apartment,Kolkata,37.9, L,4124.0,919,West Bengal
Apartment,Kolkata,37.7, L,4124.0,914,West Bengal
Apartment,Kolkata,18.56, L,4124.0,450,West Bengal
Apartment,Kolkata,33.0, L,4125.0,800,West Bengal
Villa/Independent House,Kolkata,26.0, L,4126.0,630,West Bengal
Apartment,Kolkata,26.0, L,4126.0,630,West Bengal
Apartment,Kolkata,16.63, L,4126.0,403,West Bengal
Villa/Independent House,Kolkata,74.0, L,4127.0,1793,West Bengal
Apartment,Kolkata,26.0, L,4127.0,630,West Bengal
Apartment,Kolkata,46.0, L,4129.0,1114,West Bengal
Villa/Independent House,Kolkata,35.1, L,4129.0,850,West Bengal
Apartment,Kolkata,42.5, L,4130.0,1029,West Bengal
Apartment,Kolkata,38.5, L,4130.0,932,West Bengal
Apartment,Kolkata,38.0, L,4130.0,920,West Bengal
Villa/Independent House,Kolkata,75.0, L,4132.0,1815,West Bengal
Apartment,Kolkata,46.0, L,4132.0,1113,West Bengal
Apartment,Kolkata,40.0, L,4132.0,968,West Bengal
Apartment,Kolkata,28.1, L,4132.0,680,West Bengal
