property_type,city,total_price,unit,builtup_area_sqft,area,state
Apartment,Chennai,82.0, L,9425.0,870,Tamil Nadu
Apartment,Chennai,49.0, L,5600.0,875,Tamil Nadu
Villa/Independent House,Chennai,80.0, L,7619.0,1050,Tamil Nadu
Apartment,Chennai,65.0, L,5752.0,1130,Tamil Nadu
Apartment,Chennai,13500000.0, Cr,7904.0,1720,Tamil Nadu
Apartment,Chennai,79.0, L,8061.0,980,Tamil Nadu
Apartment,Chennai,19.0, L,3025.0,628,Tamil Nadu
Villa/Independent House,Chennai,12500000.0, Cr,6250.0,2000,Tamil Nadu
Villa/Independent House,Chennai,10000000.0, Cr,10000.0,1000,Tamil Nadu
Apartment,Chennai,11000000.0, Cr,11000.0,1000,Tamil Nadu
Apartment,Chennai,24.0, L,2446.0,981,Tamil Nadu
Villa/Independent House,Hosur,25.0, L,1666.0,1500,Tamil Nadu
Villa/Independent House,Chennai,12500000.0, Cr,5500.0,2275,Tamil Nadu
Villa/Independent House,Chennai,14600000.0, Cr,5500.0,2669,Tamil Nadu
Villa/Independent House,Chennai,11700000.0, Cr,5500.0,2132,Tamil Nadu
Villa/Independent House,Chennai,11200000.000000002, Cr,5500.0,2042,Tamil Nadu
Villa/Independent House,Hosur,16.5, L,1650.0,1000,Tamil Nadu
Villa/Independent House,Chennai,14800000.0, Cr,5500.0,2701,Tamil Nadu
Villa/Independent House,Chennai,83.65, L,5500.0,1521,Tamil Nadu
Villa/Independent House,Chennai,10800000.0, Cr,5500.0,1978,Tamil Nadu
Villa/Independent House,Chennai,78.15, L,5500.0,1421,Tamil Nadu
Apartment,Coimbatore,25.0, L,4000.0,625,Tamil Nadu
Apartment,Coimbatore,34.12, L,4000.0,853,Tamil Nadu
Apartment,Coimbatore,23.76, L,4000.0,594,Tamil Nadu
Apartment,Coimbatore,35.64, L,4000.0,891,Tamil Nadu
Apartment,Coimbatore,35.52, L,4000.0,888,Tamil Nadu
Apartment,Coimbatore,24.68, L,4000.0,617,Tamil Nadu
Apartment,Coimbatore,38.48, L,4000.0,962,Tamil Nadu
Apartment,Chennai,20.1, L,2512.0,800,Tamil Nadu
Apartment,Chennai,55.0, L,8088.0,680,Tamil Nadu
Apartment,Chennai,86.24, L,7700.0,1120,Tamil Nadu
Apartment,Chennai,56.98, L,7700.0,740,Tamil Nadu
Villa/Independent House,Chennai,80.0, L,5171.0,1547,Tamil Nadu
Apartment,Chennai,39.86, L,4200.0,949,Tamil Nadu
Apartment,Chennai,52.95, L,4853.0,1091,Tamil Nadu
Apartment,Chennai,65.79, L,4898.0,1343,Tamil Nadu
Apartment,Chennai,47.94, L,3798.0,1262,Tamil Nadu
Apartment,Chennai,39.89, L,3799.0,1050,Tamil Nadu
Apartment,Chennai,44.2, L,4424.0,999,Tamil Nadu
Apartment,Chennai,31.77, L,4500.0,706,Tamil Nadu
Apartment,Chennai,43.46, L,4938.0,880,Tamil Nadu
Apartment,Chennai,64.9, L,6065.0,1070,Tamil Nadu
Apartment,Chennai,39.0, L,5900.0,661,Tamil Nadu
Villa/Independent House,Chennai,75.0, L,4838.0,1550,Tamil Nadu
Apartment,Chennai,42.0, L,6240.0,673,Tamil Nadu
Apartment,Coimbatore,46.7, L,5461.0,855,Tamil Nadu
Apartment,Chennai,46.5, L,5438.0,855,Tamil Nadu
Apartment,Chennai,66.0, L,8000.0,825,Tamil Nadu
Apartment,Chennai,52.5, L,6513.0,806,Tamil Nadu
Apartment,Chennai,50.11, L,6500.0,771,Tamil Nadu
Apartment,Chennai,73.0, L,6576.0,1110,Tamil Nadu
Apartment,Chennai,47.59, L,5956.0,799,Tamil Nadu
Apartment,Chennai,46.75, L,5506.0,849,Tamil Nadu
Villa/Independent House,Chennai,38.0, L,8837.0,430,Tamil Nadu
Apartment,Chennai,11600000.0, Cr,7692.0,1508,Tamil Nadu
Apartment,Chennai,11000000.0, Cr,7686.0,1431,Tamil Nadu
Apartment,Chennai,11500000.0, Cr,7697.0,1494,Tamil Nadu
Apartment,Chennai,10000000.0, Cr,7716.0,1296,Tamil Nadu
Apartment,Chennai,10000000.0, Cr,7680.0,1302,Tamil Nadu
Apartment,Chennai,11000000.0, Cr,7681.0,1432,Tamil Nadu
Apartment,Chennai,10500000.0, Cr,7681.0,1367,Tamil Nadu
Apartment,Chennai,10400000.0, Cr,7709.0,1349,Tamil Nadu
Apartment,Chennai,11500000.0, Cr,7744.0,1485,Tamil Nadu
Apartment,Chennai,10400000.0, Cr,7692.0,1352,Tamil Nadu
Apartment,Chennai,10400000.0, Cr,7686.0,1353,Tamil Nadu
Apartment,Chennai,10800000.0, Cr,7736.0,1396,Tamil Nadu
Villa/Independent House,Chennai,33.0, L,3667.0,900,Tamil Nadu
Apartment,Chennai,50.0, L,6172.0,810,Tamil Nadu
Apartment,Chennai,64.0, L,5648.0,1133,Tamil Nadu
Apartment,Chennai,60.0, L,7317.0,820,Tamil Nadu
Apartment,Chennai,66.0, L,5877.0,1123,Tamil Nadu
Apartment,Chennai,64.0, L,5699.0,1123,Tamil Nadu
Apartment,Chennai,59.0, L,5253.0,1123,Tamil Nadu
Apartment,Chennai,58.0, L,6444.0,900,Tamil Nadu
Apartment,Chennai,52.0, L,6411.0,811,Tamil Nadu
Apartment,Chennai,67.0, L,5826.0,1150,Tamil Nadu
Apartment,Chennai,67.0, L,5966.0,1123,Tamil Nadu
Apartment,Chennai,47.2, L,9273.0,509,Tamil Nadu
Villa/Independent House,Chennai,36.0, L,8000.0,450,Tamil Nadu
Apartment,Chennai,36.85, L,3060.0,1204,Tamil Nadu
Apartment,Chennai,53.0, L,4911.0,1079,Tamil Nadu
Apartment,Chennai,48.0, L,4448.0,1079,Tamil Nadu
Villa/Independent House,Chennai,78.0, L,4761.0,1638,Tamil Nadu
Apartment,Chennai,20.7, L,2712.0,763,Tamil Nadu
Apartment,Chennai,28.0, L,2731.0,1025,Tamil Nadu
Apartment,Chennai,18.22, L,3483.0,523,Tamil Nadu
Apartment,Chennai,26.38, L,3403.0,775,Tamil Nadu
Apartment,Chennai,40.58, L,3326.0,1220,Tamil Nadu
Apartment,Chennai,18.0, L,2866.0,628,Tamil Nadu
Apartment,Chennai,16000000.0, Cr,11552.0,1385,Tamil Nadu
Apartment,Chennai,76.5, L,7500.0,1020,Tamil Nadu
Apartment,Chennai,38.0, L,4293.0,885,Tamil Nadu
Apartment,Chennai,31.0, L,4246.0,730,Tamil Nadu
Apartment,Chennai,38.02, L,3799.0,1001,Tamil Nadu
Apartment,Chennai,47.33, L,3799.0,1246,Tamil Nadu
Apartment,Chennai,50.45, L,3799.0,1328,Tamil Nadu
Apartment,Chennai,37.3, L,3799.0,982,Tamil Nadu
Apartment,Chennai,83.47, L,5950.0,1403,Tamil Nadu
Apartment,Chennai,33.85, L,5700.0,594,Tamil Nadu
Apartment,Chennai,33.51, L,5700.0,588,Tamil Nadu
Apartment,Chennai,84.9, L,5950.0,1427,Tamil Nadu
Apartment,Chennai,61.64, L,5950.0,1036,Tamil Nadu
Apartment,Chennai,60.33, L,5950.0,1014,Tamil Nadu
Apartment,Chennai,83.41, L,5950.0,1402,Tamil Nadu
Apartment,Chennai,60.27, L,5950.0,1013,Tamil Nadu
Apartment,Chennai,34.02, L,5700.0,597,Tamil Nadu
Apartment,Chennai,20.0, L,2894.0,691,Tamil Nadu
Apartment,Chennai,61.35, L,7500.0,818,Tamil Nadu
Apartment,Chennai,70.47, L,5400.0,1305,Tamil Nadu
Apartment,Chennai,46.33, L,5400.0,858,Tamil Nadu
Apartment,Chennai,48.06, L,5400.0,890,Tamil Nadu
Apartment,Chennai,69.39, L,5400.0,1285,Tamil Nadu
Apartment,Chennai,45.79, L,5400.0,848,Tamil Nadu
Villa/Independent House,Chennai,88.0, L,4400.0,2000,Tamil Nadu
Apartment,Chennai,24.6, L,3514.0,700,Tamil Nadu
Apartment,Chennai,12800000.0, Cr,5981.0,2140,Tamil Nadu
Apartment,Chennai,11299999.999999998, Cr,5978.0,1890,Tamil Nadu
Apartment,Chennai,69.72, L,6142.0,1135,Tamil Nadu
Apartment,Chennai,65.99, L,6167.0,1070,Tamil Nadu
Apartment,Chennai,10400000.0, Cr,6011.0,1730,Tamil Nadu
Apartment,Chennai,91.0, L,6046.0,1505,Tamil Nadu
Apartment,Chennai,85.25, L,6067.0,1405,Tamil Nadu
Apartment,Chennai,70.17, L,7378.0,951,Tamil Nadu
Apartment,Chennai,77.54, L,7357.0,1054,Tamil Nadu
Apartment,Chennai,10100000.0, Cr,7348.0,1380,Tamil Nadu
Apartment,Chennai,92.36, L,7801.0,1184,Tamil Nadu
Apartment,Chennai,96.72, L,7750.0,1248,Tamil Nadu
Apartment,Chennai,73.52, L,7580.0,970,Tamil Nadu
Apartment,Chennai,10500000.0, Cr,7328.0,1434,Tamil Nadu
Apartment,Chennai,46.14, L,4328.0,1066,Tamil Nadu
Apartment,Chennai,82.53, L,8220.0,1004,Tamil Nadu
Apartment,Chennai,84.82, L,8315.0,1020,Tamil Nadu
Apartment,Chennai,10900000.0, Cr,8232.0,1324,Tamil Nadu
Apartment,Chennai,99.02, L,8089.0,1224,Tamil Nadu
Apartment,Chennai,97.03, L,8853.0,1096,Tamil Nadu
Apartment,Chennai,11000000.0, Cr,8239.0,1335,Tamil Nadu
Apartment,Chennai,91.77, L,8866.0,1035,Tamil Nadu
Apartment,Chennai,47.28, L,4654.0,1016,Tamil Nadu
Apartment,Chennai,46.4, L,4324.0,1073,Tamil Nadu
Apartment,Chennai,47.19, L,4478.0,1054,Tamil Nadu
Apartment,Chennai,48.66, L,4621.0,1053,Tamil Nadu
Apartment,Chennai,47.53, L,4471.0,1063,Tamil Nadu
Apartment,Chennai,47.09, L,4658.0,1011,Tamil Nadu
Apartment,Chennai,47.65, L,4644.0,1026,Tamil Nadu
Apartment,Chennai,47.42, L,4473.0,1060,Tamil Nadu
Apartment,Chennai,47.88, L,4639.0,1032,Tamil Nadu
Apartment,Chennai,35.02, L,3750.0,934,Tamil Nadu
Apartment,Chennai,48.22, L,3750.0,1286,Tamil Nadu
Apartment,Chennai,96.09, L,7800.0,1232,Tamil Nadu
Apartment,Chennai,41600000.0, Cr,15000.0,2775,Tamil Nadu
Villa/Independent House,Chennai,34.9, L,3124.0,1117,Tamil Nadu
Villa/Independent House,Chennai,55.0, L,6250.0,880,Tamil Nadu
Apartment,Chennai,40.0, L,6944.0,576,Tamil Nadu
Apartment,Chennai,73.54, L,5800.0,1268,Tamil Nadu
Villa/Independent House,Chennai,26.45, L,3111.0,850,Tamil Nadu
Villa/Independent House,Chennai,34.29, L,4034.0,850,Tamil Nadu
Apartment,Chennai,25.0, L,4078.0,613,Tamil Nadu
Apartment,Chennai,11700000.0, Cr,6428.0,1820,Tamil Nadu
Villa/Independent House,Chennai,58.49, L,3810.0,1535,Tamil Nadu
Apartment,Chennai,89.59, L,8249.0,1086,Tamil Nadu
Apartment,Chennai,87.34, L,5500.0,1588,Tamil Nadu
Villa/Independent House,Chennai,68.0, L,4755.0,1430,Tamil Nadu
Villa/Independent House,Chennai,55.0, L,5641.0,975,Tamil Nadu
Apartment,Chennai,78.0, L,6210.0,1256,Tamil Nadu
Apartment,Chennai,79.56, L,8500.0,936,Tamil Nadu
Apartment,Chennai,72.0, L,8000.0,900,Tamil Nadu
Apartment,Chennai,74.37, L,8499.0,875,Tamil Nadu
Apartment,Chennai,90.0, L,6442.0,1397,Tamil Nadu
Apartment,Chennai,68.0, L,8000.0,850,Tamil Nadu
Apartment,Chennai,64.27, L,7552.0,851,Tamil Nadu
Villa/Independent House,Chennai,50.38, L,4498.0,1120,Tamil Nadu
Villa/Independent House,Chennai,36.0, L,8372.0,430,Tamil Nadu
Villa/Independent House,Chennai,37.0, L,8222.0,450,Tamil Nadu
Villa/Independent House,Chennai,73.0, L,9125.0,800,Tamil Nadu
Apartment,Chennai,71.3, L,6200.0,1150,Tamil Nadu
Apartment,Chennai,14400000.0, Cr,8727.0,1650,Tamil Nadu
Plot/Land,Chennai,63.81, L,5300.0,1204,Tamil Nadu
Plot/Land,Chennai,67.04, L,5300.0,1265,Tamil Nadu
Plot/Land,Chennai,70.56, L,5500.0,1283,Tamil Nadu
Plot/Land,Chennai,99.71, L,5500.0,1813,Tamil Nadu
Plot/Land,Chennai,83.82, L,5500.0,1524,Tamil Nadu
Plot/Land,Chennai,96.96, L,5500.0,1763,Tamil Nadu
Plot/Land,Chennai,11100000.000000002, Cr,5500.0,2025,Tamil Nadu
Plot/Land,Chennai,95.31, L,5500.0,1733,Tamil Nadu
Plot/Land,Tiruvallur,9.57, L,1595.0,600,Tamil Nadu
Plot/Land,Chennai,11.16, L,1595.0,700,Tamil Nadu
Plot/Land,Chennai,15.95, L,1595.0,1000,Tamil Nadu
Plot/Land,Chennai,72.0, L,3000.0,2400,Tamil Nadu
Plot/Land,Chennai,48.75, L,975.0,5000,Tamil Nadu
Plot/Land,Chennai,14.5, L,974.0,1488,Tamil Nadu
Plot/Land,Chennai,8.28, L,975.0,850,Tamil Nadu
Plot/Land,Chennai,48000000.0, Cr,10666.0,4500,Tamil Nadu
Plot/Land,Hosur,5.85, L,975.0,600,Tamil Nadu
Plot/Land,Chennai,8.6, L,1195.0,720,Tamil Nadu
Plot/Land,Chennai,10900000.0, Cr,4575.0,2400,Tamil Nadu
Plot/Land,Chennai,28.5, L,2035.0,1400,Tamil Nadu
Plot/Land,Chennai,15.74, L,2000.0,787,Tamil Nadu
Plot/Land,Chennai,18.4, L,2300.0,800,Tamil Nadu
Plot/Land,Chennai,18.51, L,2299.0,805,Tamil Nadu
Plot/Land,Chennai,20.7, L,2300.0,900,Tamil Nadu
Plot/Land,Chennai,16000000.0, Cr,18181.0,880,Tamil Nadu
Plot/Land,Chennai,17500000.0, Cr,6250.0,2800,Tamil Nadu
Plot/Land,Chennai,32.0, L,4539.0,705,Tamil Nadu
Plot/Land,Chennai,33.14, L,4999.0,663,Tamil Nadu
Plot/Land,Chennai,83.43, L,5011.0,1665,Tamil Nadu
Plot/Land,Chennai,59.48, L,5548.0,1072,Tamil Nadu
Plot/Land,Chennai,32.6, L,4984.0,654,Tamil Nadu
Plot/Land,Chennai,31.7, L,4861.0,652,Tamil Nadu
Plot/Land,Chennai,31.5, L,4500.0,700,Tamil Nadu
Plot/Land,Chennai,30000000.0, Cr,2868.0,10459,Tamil Nadu
Plot/Land,Chennai,22000000.0, Cr,8979.0,2450,Tamil Nadu
Plot/Land,Chennai,80.0, L,5245.0,1525,Tamil Nadu
Plot/Land,Chennai,82.0, L,4555.0,1800,Tamil Nadu
Plot/Land,Chennai,38.76, L,3333.0,1163,Tamil Nadu
Plot/Land,Chennai,59.0, L,3277.0,1800,Tamil Nadu
Plot/Land,Chennai,27.0, L,2321.0,1163,Tamil Nadu
Plot/Land,Chennai,38.75, L,3331.0,1163,Tamil Nadu
Plot/Land,Chennai,23000000.0, Cr,9583.0,2400,Tamil Nadu
Plot/Land,Chennai,5.55, L,925.0,600,Tamil Nadu
Plot/Land,Chennai,5.24, L,925.0,567,Tamil Nadu
Plot/Land,Chennai,21.49, L,2388.0,900,Tamil Nadu
Plot/Land,Chennai,29.95, L,3249.0,922,Tamil Nadu
Plot/Land,Chennai,12.76, L,1595.0,800,Tamil Nadu
Plot/Land,Chennai,15900000.0, Cr,6722.0,2380,Tamil Nadu
Plot/Land,Chennai,17.99, L,2999.0,600,Tamil Nadu
Plot/Land,Chennai,33.93, L,3494.0,971,Tamil Nadu
Plot/Land,Chennai,20.95, L,2992.0,700,Tamil Nadu
Plot/Land,Chennai,30.25, L,3331.0,908,Tamil Nadu
Plot/Land,Chennai,37.36, L,3332.0,1121,Tamil Nadu
Plot/Land,Chennai,30.0, L,3325.0,902,Tamil Nadu
Plot/Land,Chennai,48.66, L,3332.0,1460,Tamil Nadu
Plot/Land,Chennai,19.5, L,975.0,2000,Tamil Nadu
Plot/Land,Chennai,21.45, L,975.0,2200,Tamil Nadu
Plot/Land,Chennai,15.11, L,975.0,1550,Tamil Nadu
Plot/Land,Chennai,90.0, L,2500.0,3600,Tamil Nadu
Plot/Land,Chennai,5.07, L,975.0,520,Tamil Nadu
Plot/Land,Chennai,11.21, L,975.0,1150,Tamil Nadu
Plot/Land,Chennai,14.62, L,975.0,1500,Tamil Nadu
Plot/Land,Chennai,23.4, L,975.0,2400,Tamil Nadu
Plot/Land,Chennai,26.77, L,1900.0,1409,Tamil Nadu
Plot/Land,Chennai,19.36, L,1900.0,1019,Tamil Nadu
Plot/Land,Chennai,29.24, L,1900.0,1539,Tamil Nadu
Plot/Land,Chennai,29.22, L,1900.0,1538,Tamil Nadu
Plot/Land,Chennai,26.71, L,1900.0,1406,Tamil Nadu
Plot/Land,Chennai,26.9, L,1900.0,1416,Tamil Nadu
Plot/Land,Chennai,21.88, L,1900.0,1152,Tamil Nadu
Plot/Land,Chennai,26.82, L,1900.0,1412,Tamil Nadu
Plot/Land,Chennai,21.86, L,1900.0,1151,Tamil Nadu
Plot/Land,Chennai,26.48, L,1900.0,1394,Tamil Nadu
Plot/Land,Chennai,26.35, L,1900.0,1387,Tamil Nadu
Plot/Land,Chennai,36.46, L,1900.0,1919,Tamil Nadu
Plot/Land,Chennai,49.3, L,1900.0,2595,Tamil Nadu
Plot/Land,Chennai,26.52, L,1900.0,1396,Tamil Nadu
Plot/Land,Chennai,12.14, L,1900.0,639,Tamil Nadu
Plot/Land,Chennai,20.02, L,1900.0,1054,Tamil Nadu
Plot/Land,Chennai,27.47, L,1900.0,1446,Tamil Nadu
Plot/Land,Chennai,11.97, L,1900.0,630,Tamil Nadu
Plot/Land,Chennai,11.95, L,1900.0,629,Tamil Nadu
Plot/Land,Chennai,29.71, L,1900.0,1564,Tamil Nadu
Plot/Land,Chennai,27.22, L,1900.0,1433,Tamil Nadu
Plot/Land,Chennai,27.18, L,1900.0,1431,Tamil Nadu
Plot/Land,Chennai,52.66, L,1900.0,2772,Tamil Nadu
Plot/Land,Chennai,30.4, L,1900.0,1600,Tamil Nadu
Plot/Land,Chennai,25.27, L,1900.0,1330,Tamil Nadu
Plot/Land,Chennai,26.06, L,1900.0,1372,Tamil Nadu
Plot/Land,Chennai,23.57, L,1900.0,1241,Tamil Nadu
Plot/Land,Chennai,21.05, L,1900.0,1108,Tamil Nadu
Plot/Land,Chennai,26.27, L,1900.0,1383,Tamil Nadu
Plot/Land,Chennai,23.82, L,1900.0,1254,Tamil Nadu
Plot/Land,Chennai,31.25, L,1900.0,1645,Tamil Nadu
Plot/Land,Chennai,23.75, L,1900.0,1250,Tamil Nadu
Plot/Land,Chennai,17.68, L,1900.0,931,Tamil Nadu
Plot/Land,Chennai,8.77, L,975.0,900,Tamil Nadu
Plot/Land,Chennai,5.0, L,974.0,513,Tamil Nadu
Plot/Land,Chennai,5.65, L,975.0,580,Tamil Nadu
Plot/Land,Chennai,4.38, L,975.0,450,Tamil Nadu
Plot/Land,Chennai,29.99, L,1999.0,1500,Tamil Nadu
Plot/Land,Chennai,24.99, L,1999.0,1250,Tamil Nadu
Plot/Land,Chennai,12.33, L,2014.0,612,Tamil Nadu
Plot/Land,Chennai,11.99, L,1998.0,600,Tamil Nadu
Plot/Land,Chennai,25.48, L,1698.0,1500,Tamil Nadu
Plot/Land,Chennai,21.06, L,1490.0,1414,Tamil Nadu
Plot/Land,Chennai,14.0, L,777.0,1800,Tamil Nadu
Plot/Land,Chennai,12.98, L,1595.0,814,Tamil Nadu
Plot/Land,Chennai,13.14, L,1095.0,1200,Tamil Nadu
Plot/Land,Chennai,49.99, L,5005.0,999,Tamil Nadu
Plot/Land,Chennai,17.55, L,975.0,1800,Tamil Nadu
Plot/Land,Chennai,15000000.0, Cr,20270.0,740,Tamil Nadu
Plot/Land,Tiruvallur,17.54, L,1595.0,1100,Tamil Nadu
Plot/Land,Chennai,14.35, L,1595.0,900,Tamil Nadu
Plot/Land,Chennai,11.58, L,975.0,1188,Tamil Nadu
Plot/Land,Chennai,8.06, L,925.0,872,Tamil Nadu
Plot/Land,Chennai,25.55, L,2555.0,1000,Tamil Nadu
Plot/Land,Chennai,38.25, L,2550.0,1500,Tamil Nadu
Plot/Land,Hosur,5.65, L,975.0,580,Tamil Nadu
Plot/Land,Coimbatore,8.0, L,800.0,1000,Tamil Nadu
Plot/Land,Chennai,39.06, L,4200.0,930,Tamil Nadu
Plot/Land,Chennai,46.45, L,4200.0,1106,Tamil Nadu
Plot/Land,Chennai,28.57, L,3300.0,866,Tamil Nadu
Plot/Land,Chennai,25.39, L,2790.0,910,Tamil Nadu
Plot/Land,Chennai,28.12, L,2789.0,1008,Tamil Nadu
Plot/Land,Chennai,28.98, L,4600.0,630,Tamil Nadu
Plot/Land,Chennai,45.9, L,4600.0,998,Tamil Nadu
Plot/Land,Chennai,33.39, L,2783.0,1200,Tamil Nadu
Plot/Land,Chennai,9.54, L,795.0,1200,Tamil Nadu
Plot/Land,Hosur,11.92, L,795.0,1500,Tamil Nadu
Plot/Land,Chennai,4.77, L,795.0,600,Tamil Nadu
Plot/Land,Chennai,21500000.0, Cr,4479.0,4800,Tamil Nadu
Plot/Land,Chennai,27.0, L,3000.0,900,Tamil Nadu
Plot/Land,Chennai,8.77, L,1595.0,550,Tamil Nadu
Plot/Land,Chennai,18.0, L,1200.0,1500,Tamil Nadu
Plot/Land,Chennai,34.95, L,3495.0,1000,Tamil Nadu
Plot/Land,Chennai,15.78, L,1495.0,1056,Tamil Nadu
Plot/Land,Chennai,19.46, L,2995.0,650,Tamil Nadu
Plot/Land,Chennai,38.79, L,3495.0,1110,Tamil Nadu
Plot/Land,Chennai,14.35, L,1914.0,750,Tamil Nadu
Plot/Land,Chennai,10.17, L,1695.0,600,Tamil Nadu
Plot/Land,Chennai,26.95, L,2995.0,900,Tamil Nadu
Plot/Land,Chennai,27.96, L,3495.0,800,Tamil Nadu
Plot/Land,Chennai,12.01, L,1150.0,1045,Tamil Nadu
Plot/Land,Chennai,7.95, L,1325.0,600,Tamil Nadu
Plot/Land,Chennai,10.84, L,1595.0,680,Tamil Nadu
Plot/Land,Chennai,22.46, L,2995.0,750,Tamil Nadu
Plot/Land,Chennai,10.46, L,1495.0,700,Tamil Nadu
Plot/Land,Chennai,9.5, L,1583.0,600,Tamil Nadu
Plot/Land,Chennai,20.96, L,2995.0,700,Tamil Nadu
Plot/Land,Chennai,9.0, L,1200.0,750,Tamil Nadu
Plot/Land,Chennai,21.57, L,2995.0,720,Tamil Nadu
Plot/Land,Chennai,13.95, L,1595.0,875,Tamil Nadu
Plot/Land,Chennai,30.75, L,3495.0,880,Tamil Nadu
Plot/Land,Chennai,23.92, L,1595.0,1500,Tamil Nadu
Plot/Land,Chennai,20.97, L,3495.0,600,Tamil Nadu
Plot/Land,Chennai,9.4, L,1593.0,590,Tamil Nadu
Plot/Land,Chennai,10.95, L,1095.0,1000,Tamil Nadu
Plot/Land,Chennai,15.55, L,1595.0,975,Tamil Nadu
Plot/Land,Chennai,7.97, L,797.0,1000,Tamil Nadu
Plot/Land,Chennai,24.46, L,3494.0,700,Tamil Nadu
Plot/Land,Chennai,6.38, L,797.0,800,Tamil Nadu
Plot/Land,Chennai,24.97, L,2995.0,834,Tamil Nadu
Plot/Land,Chennai,16.44, L,1495.0,1100,Tamil Nadu
Plot/Land,Chennai,15.94, L,1594.0,1000,Tamil Nadu
Plot/Land,Chennai,19.93, L,1595.0,1250,Tamil Nadu
Plot/Land,Chennai,22.33, L,1595.0,1400,Tamil Nadu
Plot/Land,Chennai,15.15, L,1595.0,950,Tamil Nadu
Plot/Land,Chennai,27.91, L,1595.0,1750,Tamil Nadu
Plot/Land,Chennai,23.94, L,3990.0,600,Tamil Nadu
Plot/Land,Chennai,33.2, L,4150.0,800,Tamil Nadu
Plot/Land,Chennai,31.92, L,3990.0,800,Tamil Nadu
Plot/Land,Chennai,35.91, L,3990.0,900,Tamil Nadu
Plot/Land,Chennai,47.88, L,3990.0,1200,Tamil Nadu
Plot/Land,Chennai,13.55, L,1595.0,850,Tamil Nadu
Plot/Land,Chennai,15.73, L,1998.0,787,Tamil Nadu
Plot/Land,Chennai,44.98, L,1999.0,2250,Tamil Nadu
Plot/Land,Chennai,65.3, L,3600.0,1814,Tamil Nadu
Plot/Land,Chennai,92.16, L,3600.0,2560,Tamil Nadu
Plot/Land,Chennai,12300000.0, Cr,3600.0,3442,Tamil Nadu
Plot/Land,Chennai,85.64, L,3600.0,2379,Tamil Nadu
Plot/Land,Chennai,79.2, L,3600.0,2200,Tamil Nadu
Plot/Land,Chennai,34.25, L,3495.0,980,Tamil Nadu
Plot/Land,Chennai,17.56, L,1495.0,1175,Tamil Nadu
Plot/Land,Chennai,12000000.0, Cr,4000.0,3000,Tamil Nadu
Plot/Land,Chennai,23.98, L,1999.0,1200,Tamil Nadu
Plot/Land,Chennai,5.46, L,390.0,1400,Tamil Nadu
Plot/Land,Chennai,18.64, L,1695.0,1100,Tamil Nadu
Plot/Land,Chennai,15.25, L,1695.0,900,Tamil Nadu
Plot/Land,Chennai,14.95, L,1495.0,1000,Tamil Nadu
Plot/Land,Chennai,22.42, L,1495.0,1500,Tamil Nadu
Plot/Land,Chennai,33.2, L,3495.0,950,Tamil Nadu
Plot/Land,Chennai,36.68, L,1594.0,2300,Tamil Nadu
Plot/Land,Chennai,16.34, L,1595.0,1025,Tamil Nadu
Plot/Land,Chennai,31.62, L,2995.0,1056,Tamil Nadu
Plot/Land,Chennai,18.34, L,1595.0,1150,Tamil Nadu
Plot/Land,Chennai,19.53, L,1395.0,1400,Tamil Nadu
Plot/Land,Chennai,18.74, L,1595.0,1175,Tamil Nadu
Plot/Land,Chennai,8.22, L,1495.0,550,Tamil Nadu
Plot/Land,Chennai,7.47, L,1495.0,500,Tamil Nadu
Plot/Land,Chennai,23.92, L,1495.0,1600,Tamil Nadu
Plot/Land,Chennai,39.48, L,3290.0,1200,Tamil Nadu
Plot/Land,Chennai,13.45, L,1495.0,900,Tamil Nadu
Plot/Land,Chennai,9.71, L,1495.0,650,Tamil Nadu
Plot/Land,Chennai,40.8, L,3400.0,1200,Tamil Nadu
Plot/Land,Chennai,12.7, L,1495.0,850,Tamil Nadu
Plot/Land,Chennai,31.44, L,2995.0,1050,Tamil Nadu
Plot/Land,Chennai,6.62, L,1533.0,432,Tamil Nadu
Plot/Land,Chennai,49.35, L,3290.0,1500,Tamil Nadu
Plot/Land,Chennai,14800000.0, Cr,3290.0,4500,Tamil Nadu
Plot/Land,Chennai,13899999.999999998, Cr,3290.0,4250,Tamil Nadu
Plot/Land,Chennai,11.13, L,795.0,1400,Tamil Nadu
Plot/Land,Chennai,5.56, L,795.0,700,Tamil Nadu
Plot/Land,Chennai,6.75, L,795.0,850,Tamil Nadu
Plot/Land,Chennai,9.48, L,790.0,1200,Tamil Nadu
Plot/Land,Chennai,47.62, L,3888.0,1225,Tamil Nadu
Plot/Land,Chennai,63.03, L,5100.0,1236,Tamil Nadu
Plot/Land,Chennai,52.02, L,5100.0,1020,Tamil Nadu
Plot/Land,Chennai,49.87, L,5100.0,978,Tamil Nadu
Plot/Land,Chennai,43.55, L,5100.0,854,Tamil Nadu
Plot/Land,Chennai,51.51, L,3810.0,1352,Tamil Nadu
Plot/Land,Chennai,36.66, L,3888.0,943,Tamil Nadu
Plot/Land,Chennai,26.63, L,3888.0,685,Tamil Nadu
Plot/Land,Chennai,45.29, L,3888.0,1165,Tamil Nadu
Plot/Land,Chennai,54.58, L,3591.0,1520,Tamil Nadu
Plot/Land,Chennai,46.03, L,3888.0,1184,Tamil Nadu
Plot/Land,Chennai,39.77, L,3888.0,1023,Tamil Nadu
Plot/Land,Chennai,43.39, L,3888.0,1116,Tamil Nadu
