property_type,city,total_price,unit,builtup_area_sqft,area,state,duplicate_type,dataset,prop_id,address,resale,owntype,bhk,bathrooms,balcony_num,furnish,facing,property_age,floor_num,total_floor,prop_name,min_price,max_price,price_sqft,building_id,superbuiltup_sqft,brokerage,min_area_sqft,max_area_sqft,expiry_date,price,class_label,total_landmark_count,contact_company_name,locality,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,furnished,lift(s),full_power_backup,24_x_7_security,children's_play_area,club_house,gymnasium,swimming_pool,sports_facility,jogging_track,landscaped_gardens,locality_score,project_score,builder_experience,intercom,indoor_games,atm,maintenance_staff,staff_quarter,multipurpose_room,car_parking,hospital,school,pincode,vaastu_compliant,cafeteria,rain_water_harvesting,golf_course
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gomti Nagar,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,7280000.0,,2600.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,3.0,,,,,,,,,,,,,,,,,Ansal API,INR,1.0,1.0,1.0,"A plot is available for sale in Ansal API, Lucknow. It has an area of 2600 sqft and is priced at Rs. 72.80 lac (negotiable). It is facing east direction. The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,5600000.0,,2000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,3.0,,,,,,,,,,,,,,,,,Ansal API Lucknow,INR,1.0,1.0,1.0,"A plot property is available for sale in Ansal API Lucknow, Lucknow. It is facing east direction. The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,4200000.0,,1500.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,3.0,,,,,,,,,,,,,,,,,Ansal API,INR,1.0,1.0,1.0,"A plot is available for sale in Ansal API, Lucknow. It has an area of 1500 sqft and is priced at Rs. 42.00 lac (negotiable). Its entry is east facing. The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,999000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,1.0,,,,,,,,,,,,,,,,,Sultanpur Road,INR,1.0,1.0,1.0,"This plot is situated in Sultanpur Road, Lucknow. It has an area of 1000 sqft. The property is available at a price of Rs. 9.99 lac (negotiable). It is a garden facing property. The property is available on freehold. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,1.0,1.0,1.0
,,3500000.0,,1250.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,3.0,,,,,,,,,,,,,,,,,Ansal API,INR,1.0,1.0,1.0,"This plot is situated in Ansal API, Lucknow. The property is in a complex owned by a co-operative society. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
,,2240000.0,,800.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,3.0,,,,,,,,,,,,,,,,,Ansal API,INR,1.0,1.0,1.0,"A plot property is available for sale in Ansal API, Lucknow. It has an area of 800 sqft. The property is available at a price of Rs. 22.40 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gomti Nagar Vistar,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gomti Nagar Vistar,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gomti Nagar,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gosainganj,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gomti Nagar,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1150000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ekana Road,INR,,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,6300000.0,,15000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Chand Saray,INR,,1.0,1.0,"This plot is situated in Chand Saray, Lucknow. It has a salable area of 15000 sqft and is available at a price of Rs. 420 per sqft. It is a road facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,1440000.0,,1250.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,ahmamau,INR,,1.0,1.0,"It has a salable area of 1250 sqft and is available at a price of Rs. 1,152 per sqft. One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
,,479200.0,,800.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Telibagh,INR,1.0,1.0,1.0,A plot is available at a prime location in Telibagh. It has an area of 800 sqft and is priced at Rs. 4.79 lac (negotiable). The plot provides an excellent view as it overlooks the garden. The property is available on freehold. The site is in close proximity to various civic utilities. Please contact for more details. ,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
,,419000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gosainganj,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Gosainganj. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.3,,,,,,,,,1.0,,,,,,,
,,479200.0,,800.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Telibagh,INR,1.0,1.0,1.0,"This plot is situated in Telibagh. It has an area of 800 sqft. The property is available at a price of Rs. 4.79 lac (negotiable). Its entry is east facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
,,479200.0,,800.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Telibagh,INR,1.0,1.0,1.0,"A plot is available for sale in Telibagh, Lucknow. It has a salable area of 800 sqft and is available at a price of Rs. 599 per sqft. It is a corner property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
,,419000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Gomti Nagar Vistar,INR,,1.0,1.0,"A plot is available at a prime location in Gomti Nagar Vistar. It has a salable area of 1000 sqft and is available at a price of Rs. 419 per sqft. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,479200.0,,800.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Telibagh,INR,1.0,1.0,1.0,"This plot is situated in Telibagh, Lucknow. It has a salable area of 800 sqft and is available at a price of Rs. 599 per sqft. One of the major USPs of the property is that it is a pool facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
,,1200000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Cantonment,INR,1.0,1.0,1.0,"A plot is available at a prime location in Cantonment. It has an area of 1000 sqft. The property is available at a price of Rs. 12.00 lac (negotiable). It is east facing property. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,
,,1450000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Sushant Golf City,INR,,1.0,1.0,"PROJECT NAME
 Dream Valley??

 Location-  Sultanpur Road to Faizabad Road on Kishan Path

 Rate - 1450/ sqft

 features

 Fully residential plot

 Instant Registry, Immediate Possession.

 roads *30 feet *25 feet

 Light, Drain, Road * facilities available.*


 Beautiful and clean environment


 Nearby Amenities??

 Kisan Path -450 mtr.

 Sultanpur Road - 2.4km

 Pintail park City - 1km

 Hcl IT City- 2.4km

 Cricket stadium - 4 km

 Police headquarters - 5km

 Phoenix palassio mall -4 km

 Ansal API -4 km

 Kamta -10 km

 High court -10 km

 Charbagh Railway Station -18 km

 Airport -14 km

 Medanta hospital -6 km

 Lullu mall -6 km

 Tata Cancer hospital -3 km",1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.4,8.2,123.0,,,,,1.0,,1.0,,,,,,1.0,
,,920000.0,,800.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Cantonment,INR,1.0,1.0,1.0,"Sultanpur road kisan Path, Lucknow, U P
Project name dream valley
Location gomati nagar vistar sector 7 in lucknow 
Near international ekana cricket stadium
Residential and commercial plots and kharij dakhil plots are available only
Distance from khurdahi market only 2km
At a distance of 500 meters from kisan path.
Plot rate only 1150rs par sqft 
Main road 30 and 25 feet domar road
Some facilities provided by company to you
Electricity pole drainage and park garden e",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,
,,699000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Hazratganj,INR,,1.0,0.0,"A plot is available at a prime location in Hazratganj. It has an area of 1000 sqft. The property is available at a price of Rs. 6.99 lac . Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
,,699000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Kamta Chinhut,INR,,1.0,1.0,"This plot is available for sale and is located in the heart of Kamta Chinhut. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,
,,699000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Kamta Chinhut,INR,,1.0,1.0,A plot is available at a prime location in Kamta Chinhut. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. It is east facing property. The site is in close proximity to various civic utilities. Contact us for more details. ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
,,699000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Arjunganj,INR,,1.0,1.0,"A plot is available at a prime location in Arjunganj. It has a salable area of 1000 sqft and is available at a price of Rs. 699 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
,,699000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Hazratganj,INR,,1.0,1.0,"This plot is situated in Hazratganj, Lucknow. It has an area of 1000 sqft and is priced at Rs. 6.99 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
,,699000.0,,1000.0,,,exact_duplicate,dataset_4_indian_cities_output_Lucknow_plot_cleaned.csv,,,,,,,,,east,0.0,,,,,,,,,,,,,,,,,Ratan Khand,INR,,1.0,1.0,"A plot is available for sale in Ratan Khand, Lucknow. It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
